Key,koreana
optFoodBurnRateDesc,"대기 상태일 때 얼마나 빠르게 포만감이 소모되는지 결정합니다."
optWaterBurnRate,"수분 소모 속도"
optWaterBurnRateDesc,"대기 상태일 때 얼마나 빠르게 수분이 소모되는지 결정합니다."
optShowUnknownRecipes,"제작법 필터"
optShowUnknownRecipesDesc,"[decea3]표준[-] - 필터링 없이 모든 제작법을 볼 수 있습니다. (바닐라와 동일)\n[decea3]작업대 별 제한[-] - 알려지지 않은 제작법을 볼 수 있으나, 관련 제작대에서만 검색 가능합니다.\n[decea3]진정한 생존[-] - 알고 있는 제작법만을 관련 제작대에서만 검색 가능합니다."
optStartTutorialQuest,"튜토리얼 퀘스트"
optStartTutorialQuestDesc,"게임 시작 시 튜토리얼 퀘스트를 시작합니다.\n만약 당신이 Undead Legacy를 처음 플레이한다면 한 번쯤은 해보는 걸 추천합니다."
optBlockRespawnRate,"차량 재생성 시간"
optBlockRespawnRateDesc,"차량에서 얻을 수 있는 모든 자원을 수확한 후 차량이 재생성되는 시간입니다. 차량 수리 여부와는 관계 없습니다."
optUndeadLegacyVersion,"Undead Legacy 버전"
optUndeadLegacyVersionDesc,"현재 서버에서 구동 중인 Undead Legacy 버전입니다."
optWanderingHordes,"떠돌이 좀비 떼"
optWanderingHordeFrequency,"출현 간격"
optWanderingHordeFrequencyDesc,"떠돌이 좀비 떼가 게임 내 시간으로 얼마마다 출현할 것인지 결정합니다. 출현 조건에 따라 설정한 시간보다 [decea3]1[-]~[decea3]4[-]시간이 추가로 소요될 수 있습니다.\n최소값: [decea3]1[-]"
optWanderingHordeRange,"출현 간격 난수"
optWanderingHordeRangeDesc,"[decea3]떠돌이 좀비 떼 출현 간격[-]에 랜덤한 난수를 추가합니다.\n예를 들어, [decea3]5[-]시간마다 출현하는 설정에 랜덤 난수 [decea3]10[-]을 추가하면, 떠돌이 좀비 떼는 게임 내 시간으로 [decea3]5[-]시간에서 [decea3]15[-]시간 사이에([decea3]5+10[-]) 출현합니다. 특수한 상황(모든 플레이어가 사망한 경우 등)일 경우 조금 더 소요될 수 있습니다."
optWanderingHordeEnemyCount,"좀비 수"
optWanderingHordeEnemyCountDesc,"떠돌이 좀비 떼의 좀비 수입니다.\n최소값: [decea3]2[-].\n[decea3]좀비 수[-] + [decea3]좀비 생성 난수[-]값이 [decea3]64[-]를 초과할 수 없습니다."
optWanderingHordeEnemyRange,"좀비 생성 난수"
optWanderingHordeEnemyRangeDesc,"떠돌이 좀비 떼에 얼마나 많은 좀비를 추가로 생성할 수 있는지 결정합니다.\n예를 들어, [decea3]5[-]마리의 좀비 수에 좀비 생성 난수 [decea3]10[-]을 추가하면 시간마다 출현하는 설정에 랜덤 난수 [decea3]10[-]을 추가하면, 떠돌이 좀비 떼는 최소 [decea3]5[-]마리에서 최대 [decea3]15[-]마리까지 ([decea3]5+10[-]) 출현합니다. 두 값을 합쳐 [decea3]64[-]를 초과할 수 없습니다."
optStarterQuestEnabled,"튜토리얼 퀘스트"
optStarterQuestEnabledDesc,"초보자 튜토리얼 퀘스트를 활성/비활성화 합니다."
optHour,"{0} 시간"
optHours,"{0} 시간"
opt0P,"Disabled"
opt25P,"25%"
opt50P,"50%"
opt75P,"75%"
opt100P,"Standard"
opt125P,"125%"
opt150P,"150%"
opt175P,"175%"
opt200P,"200%"
opt2m,"2 분"
opt5m,"5 분"
opt10m,"10 분"
opt15m,"15 분"
opt20m,"20 분"
opt30m,"30 분"
opt1h,"1 시간"
opt2h,"2 시간"
opt3h,"3 시간"
opt4h,"4 시간"
opt5h,"5 시간"
opt6h,"6 시간"
opt7h,"7 시간"
opt8h,"8 시간"
opt9h,"9 시간"
opt10h,"10 시간"
opt11h,"11 시간"
opt12h,"12 시간"
optRecipeFilter1,"표준"
optRecipeFilter2,"작업대 별 제한"
optRecipeFilter3,"진정한 생존"
optPercents,"{0}%"
optAlwaysOn,"항상 표시"
optAuto25,"25%에 자동 표시"
optAuto50,"50%에 자동 표시"
optAuto75,"75%에 자동 표시"
optDisabled,"아니오"
optEnabled,"예"
optInventory,"인벤토리"
optMPH,"miles/h"
optKPH,"km/h"
optComboOff,"아니오"
optComboOn,"예"
optOnAimOff,"조준 시 끔"
quest_journal,"일지"
journalNutrition_title,"영양 섭취"
journalNutrition,"황무지에서 건강을 유지하는 것은 쉬운 일이 아니지만, 여러분에게 요점만 알려드리겠습니다.\n\n기억해야 할 4가지 주요 영양소 : 지방, 탄수화물, 단백질, 비타민\n\n첫 3가지 영양소는 전체적인 에너지 수준(칼로리)을 결정합니다. 비타민은 면역 체계의 강도를 결정합니다.\n\n칼로리가 0보다만 높으면 죽진 않고 비타민이 0인 것이 죽음을 의미하는 것은 아니지만, 질병에 더 많이 노출됩니다.\n\n4개의 모든 영양소를 75% 이상으로 관리한다면 건강함 수치가 올라갑니다. 만약 4개의 영양소 중 하나라도 25% 이하로 떨어진다면 건강함 수치가 떨어집니다.\n\n건강함은 0 이하로 내려갈 수 없으며 각 건강함 포인트는 아래의 보너스들을 제공합니다.\n- 최대 체력 1 증가\n- 최대 스태미너 1 증가\n- 최대 운반 무게 1 증가\n- 경험치 획득 보너스 1%\n\n칼로리가 0이 되면 죽어가기 시작합니다.\n- 패시브로 체력 회복 불가\n- 매 분 체력 2 손실\n- 스태미너 재생 속도 저하\n- 스태미너 재생 속도 저하가 최대 스태미너 감소 유발\n- 즉시 음식을 섭취해야 함."
journalTutorialQuest_title,"UL / 소개"
journalTutorialQuest,"[decea3]Undead Legacy[-]에 오신 것을 환영합니다!\n\n당신의 도구 벨트에 [decea3]생존 배낭[-]을 지급해 드렸으니, 땅에 배치하고 상호작용하여 초반에 유용한 장비를 얻으세요.\n\n[decea3]중요![-]\n일지에서 [decea3]UL[-] 항목으로 분류된 문서를 확인하면 [decea3]Undead Legacy[-]만의 복잡하고 독특한 시스템에 대해 알 수 있을 겁니다."
journalTutorialQuestSkipped_title,"UL / 소개"
journalTutorialQuestSkipped,"[decea3]Undead Legacy[-]에 오신 것을 환영합니다!\n\n당신의 도구 벨트에 [decea3]생존 배낭[-]을 지급해 드렸으니, 땅에 배치하고 상호작용하여 초반에 유용한 장비를 얻으세요.\n\n[decea3]중요![-]\n\n[decea3]중요![-]\n일지에서 [decea3]UL[-] 항목으로 분류된 문서를 확인하면 [decea3]Undead Legacy[-]만의 복잡하고 독특한 시스템에 대해 알 수 있을 겁니다."
zombieArlene,"부패 소녀"
zombieArleneFeral,"흉포한 부패 소녀"
zombieArleneRadiated,"방사능 부패 소녀"
zombieBoe,"감염 생존자"
zombieBoeFeral,"흉포한 감염 생존자"
zombieBoeRadiated,"방사능 감염 생존자"
zombieBiker,"좀비 바이커"
zombieBikerFeral,"흉포한 바이커"
zombieBikerRadiated,"방사능 바이커"
zombieBurnt,"화상 피해자"
zombieBurntFeral,"흉포한 화상 피해자"
zombieBurntRadiated,"방사능 화상 피해자"
zombieBusinessMan,"좀비 회사원"
zombieBusinessManFeral,"흉포한 좀비 회사원"
zombieBusinessManRadiated,"방사능 좀비 회사원"
zombieSteveCrawler,"크롤러"
zombieSteveCrawlerFeral,"흉포한 크롤러"
zombieDarlene,"부패한 모체"
zombieDarleneFeral,"흉포한 모체"
zombieDarleneRadiated,"방사능 모체"
zombieDemolition,"자폭 좀비"
zombieFatCop,"감염 경찰"
zombieFatCopFeral,"흉포한 경찰"
zombieFatCopRadiated,"방사능 경찰"
zombieFatHawaiian,"불안한 관광객"
zombieFatHawaiianFeral,"흉포한 관광객"
zombieFatHawaiianRadiated,"방사능 관광객"
zombieFemaleFat,"배고픈 좀비"
zombieFemaleFatFeral,"흉포한 배고픈 좀비"
zombieFemaleFatRadiated,"방사능 배고픈 좀비"
zombieJoe,"썩은 시체"
zombieJoeFeral,"흉포한 썩은 시체"
zombieJoeRadiated,"방사능 썩은 시체"
zombieMaleHazmat,"유해 노동자"
zombieMaleHazmatFeral,"흉포한 유해 노동자"
zombieMaleHazmatRadiated,"방사능 유해 노동자"
zombieMarlene,"사망한 여성"
zombieMarleneFeral,"흉포한 여성"
zombieMarleneRadiated,"방사능 여성"
zombieMoe,"부푼 행인"
zombieMoeFeral,"흉포한 부푼 행인"
zombieMoeRadiated,"방사능 부푼 행인"
zombieNurse,"고통 받는 간호사"
zombieNurseFeral,"흉포한 간호사"
zombieNurseRadiated,"방사능 간호사"
zombieScreamer,"비명 좀비"
zombieScreamerFeral,"흉포한 비명 좀비"
zombieScreamerRadiated,"방사능 비명 좀비"
zombieLumberjack,"감염된 벌목꾼"
zombieLumberjackFeral,"흉포한 벌목꾼"
zombieLumberjackRadiated,"방사능 벌목꾼"
zombieSoldier,"군인"
zombieSoldierFeral,"흉포한 군인"
zombieSoldierRadiated,"방사능 군인"
zombieSteve,"되살아난 시체"
zombieSteveFeral,"흉포한 시체"
zombieSteveRadiated,"방사능 시체"
zombieSkateboarder,"폭력배"
zombieSkateboarderFeral,"흉포한 폭력배"
zombieSkateboarderRadiated,"방사능 폭력배"
zombieSpider,"거미 좀비"
zombieSpiderFeral,"흉포한 거미 좀비"
zombieSpiderRadiated,"방사능 거미 좀비"
zombieTomClark,"쉬지 못하는 좀비"
zombieTomClarkFeral,"흉포한 좀비"
zombieTomClarkRadiated,"방사능 좀비"
zombieMutated,"돌연변이"
zombieMutatedFeral,"흉포한 돌연변이"
zombieMutatedRadiated,"방사능 돌연변이"
zombieWight,"혼령"
zombieWightFeral,"흉포한 혼령"
zombieWightRadiated,"방사능 혼령"
zombieUtilityWorker,"좀비 전기공"
zombieUtilityWorkerFeral,"흉포한 좀비 전기공"
zombieUtilityWorkerRadiated,"방사능 좀비 전기공"
zombiePartyGirl,"스트리퍼 좀비"
zombiePartyGirlFeral,"흉포한 스트리퍼 좀비"
zombiePartyGirlRadiated,"방사능 스트리퍼 좀비"
zombieYo,"부식된 시체"
zombieYoFeral,"흉포한 부식 시체"
zombieYoRadiated,"방사능 부식 시체"
autoTurretSchematic,"SMG 자동 포탑 도면"
batterybank,"배터리 저장고"
batterybankSchematic,"배터리 저장고 도면"
bladeTrap,"칼날 함정"
bladeTrapSchematic,"칼날 함정 도면"
cementMixer,"시멘트 믹서"
cementMixerSchematic,"시멘트 믹서 도면"
chemistryStationSchematic,"화학 실험대 도면"
dartTrap,"다트 함정"
dartTrapSchematic,"다트 함정 도면"
drinkJarBeer,"맥주"
drinkJarBeerSchematic,"맥주 도면"
drinkJarCoffee,"커피"
drinkJarCoffeeSchematic,"커피 도면"
drinkJarGoldenRodTea,"미역취 차"
drinkJarGoldenRodTeaSchematic,"미역취 차 도면"
drinkJarGrandpasAwesomeSauce,"할아버지의 끝내주는 소스"
drinkJarGrandpasAwesomeSauceSchematic,"할아버지의 끝내주는 소스 도면"
drinkJarGrandpasLearningElixir,"할아버지의 학습 영약"
drinkJarGrandpasLearningElixirSchematic,"할아버지의 학습 영약 도면"
drinkJarGrandpasMoonshine,"할아버지의 밀주 도면"
drinkJarGrandpasMoonshineSchematic,"할아버지의 밀주"
drinkJarRedTea,"홍차"
drinkJarRedTeaSchematic,"홍차 도면"
drinkYuccaJuiceSmoothie,"유카즙 스무디"
drinkYuccaJuiceSmoothieSchematic,"유카즙 스무디 도면"
drugAntibiotics,"항생제"
drugAntibioticsSchematic,"항생제 도면"
drugHerbalAntibiotics,"허브 항생제"
drugHerbalAntibioticsSchematic,"허브 항생제 도면"
electricfencepost,"전기 울타리 구역"
electricfencepostSchematic,"전기 울타리 구역 도면"
electrictimerrelay,"전기 타이머 계전기"
electrictimerrelaySchematic,"전기 타이머 계전기 도면"
foodBakedPotato,"구운 감자"
foodBakedPotatoSchematic,"구운 감자 도면"
foodBaconAndEggs,"베이컨과 달걀"
foodBaconAndEggsSchematic,"베이컨과 달걀 도면"
foodBlueberryPie,"블루베리 파이"
foodBlueberryPieSchematic,"블루베리 파이 도면"
foodBoiledMeat,"삶은 고기"
foodBoiledMeatSchematic,"삶은 고기 도면"
foodCanSham,"엉터리 고기 통조림"
foodCanShamSchematic,"엉터리 고기 통조림 도면"
foodChiliDog,"칠리 핫도그"
foodChiliDogSchematic,"칠리 핫도그 도면"
foodCornBread,"옥수수빵"
foodCornBreadSchematic,"옥수수빵 도면"
foodFishTacos,"생선 타코"
foodFishTacosSchematic,"생선 타코 도면"
foodGrilledMeat,"구운 고기"
foodGrilledMeatSchematic,"구운 고기 도면"
foodGumboStew,"검보 스튜"
foodGumboStewSchematic,"검보 스튜 도면"
foodHoboStew,"재활용 스튜"
foodHoboStewSchematic,"재활용 스튜 도면"
foodMeatStew,"고기 스튜"
foodMeatStewSchematic,"고기 스튜 도면"
foodPumpkinBread,"호박빵"
foodPumpkinBreadSchematic,"호박빵 도면"
foodPumpkinCheesecake,"호박 치즈케이크"
foodPumpkinCheesecakeSchematic,"호박 치즈케이크 도면"
foodPumpkinPie,"호박 파이"
foodPumpkinPieSchematic,"호박 파이 도면"
foodShepardsPie,"셰퍼드 파이"
foodShepardsPieSchematic,"셰퍼드 파이 도면"
foodSpaghetti,"스파게티"
foodSpaghettiSchematic,"스파게티 도면"
foodSteakAndPotato,"스테이크와 감자 식사"
foodSteakAndPotatoSchematic,"스테이크와 감자 식사 도면"
foodVegetableStew,"야채 스튜"
foodVegetableStewSchematic,"야채 스튜 도면"
foodTunaFishGravyToast,"참치 그레이비 토스트"
foodTunaFishGravyToastSchematic,"참치 그레이비 토스트 도면"
generatorbankSchematic,"전기공학 도면 세트"
gunBotT1JunkSledgeSchematic,"휴대용 슬레지 포탑 도면"
gunBotT2JunkTurretSchematic,"휴대용 고물 포탑 도면"
gunBotT3JunkDrone,"고철 드론"
gunBotT3JunkDroneDesc,"종말의 세계에서 충성스러운 동료가 될 수 있도록 프로그래밍 되었습니다. 약간의 아이템을 운반하거나 당신을 치료해 줄 겁니다."
gunBotT3JunkDroneSchematic,"고철 드론 도면"
gunBowT1WoodenBowSchematic,"사냥용 활 도면"
gunBowT3CompoundBowSchematic,"컴파운드 활 도면"
gunBowT1IronCrossbowSchematic,"철 석궁 도면"
gunBowT3CompoundCrossbow,"컴파운드 석궁"
gunBowT3CompoundCrossbowSchematic,"컴파운드 석궁 도면"
gunExplosivesT3RocketLauncherSchematic,"로켓 런쳐 도면"
gunHandgunT0PipePistol,"녹슨 리볼버"
gunHandgunT0PipePistolDesc,"아직 작동하는 게 놀라울 정도입니다."
gunHandgunT0PipePistolBlueprint,"녹슨 리볼버 도면"
gunHandgunT1PistolSchematic,"벵갈 M9 도면"
gunHandgunT2Magnum44Schematic,"44구경 매그넘 도면"
gunHandgunT3DesertVultureSchematic,"데저트 벌쳐 도면"
gunHandgunT3SMG5Schematic,"SMG-5 도면"
gunMGT0PipeMachineGun,"파이프 기관총"
gunMGT0PipeMachineGunDesc,"고철과 파이프로 만들었지만 용케 폭발하진 않습니다."
gunMGT0PipeMachineGunBlueprint,"파이프 기관총 도면"
gunMGT1AK47Schematic,"AK-47 도면"
gunMGT2TacticalARSchematic,"전술 돌격 소총 도면"
gunMGT3M60Schematic,"M60 기관총 도면"
gunRifleT0PipeRifle,"파이프 소총"
gunRifleT0PipeRifleDesc,"매우 원시적인 화기입니다."
gunRifleT0PipeRifleBlueprint,"파이프 소총 도면"
gunRifleT1HuntingRifleSchematic,"사냥용 소총 도면"
gunRifleT2LeverActionRifle,"레버 액션 라이플"
gunRifleT2LeverActionRifleDesc,"잔탄을 세며 사격해야 합니다."
gunRifleT2LeverActionRifleSchematic,"레버 액션 라이플 도면"
gunRifleT3SniperRifleSchematic,"저격용 소총 도면"
gunShotgunT0PipeShotgun,"파이프 샷건"
gunShotgunT0PipeShotgunDesc,"원시적이며 사거리가 짧은 화기이지만 근거리에서 효과적입니다."
gunShotgunT0PipeShotgunBlueprint,"파이프 샷건 도면"
gunShotgunT1DoubleBarrelSchematic,"더블 배럴 샷건 도면"
gunShotgunT2PumpShotgunSchematic,"펌프 액션 샷건 도면"
gunShotgunT3AutoShotgunSchematic,"반자동 샷건 도면"
medicalFirstAidBandage,"응급 치료용 붕대"
medicalFirstAidBandageSchematic,"응급 치료용 붕대 도면"
medicalFirstAidKit,"응급 치료 키트"
medicalFirstAidKitSchematic,"응급 치료 키트 도면"
medicalPlasterCast,"깁스"
medicalPlasterCastSchematic,"깁스 도면"
meleeToolAxeT3ChainsawSchematic,"전기톱 도면"
meleeToolPickT3AugerSchematic,"나사송곳 도면"
meleeToolRepairT3NailgunSchematic,"네일 건 도면"
meleeToolSalvageT1WrenchSchematic,"렌치 도면"
meleeToolSalvageT2RatchetSchematic,"레칫 도면"
meleeToolSalvageT3ImpactDriverSchematic,"전동 드릴 도면"
meleeToolIronSetSchematic,"철 도구 도면 세트"
meleeToolSteelSetSchematic,"강철 도구 도면 세트"
meleeWpnBatonT2StunBatonSchematic,"전기 호신봉 도면"
meleeWpnBladeT1HuntingKnifeSchematic,"사냥용 단검 도면"
meleeWpnClubT1BaseballBatSchematic,"야구 방망이 도면"
meleeWpnKnucklesT1IronKnucklesSchematic,"철 너클 도면"
meleeWpnKnucklesT3SteelKnucklesSchematic,"강철 너클 도면"
meleeWpnBatonT0PipeBaton,"파이프 곤봉"
meleeWpnBatonT0PipeBatonDesc,"폐부품과 파이프로 만든 곤봉입니다. 가볍긴 한데, 그래도 제대로 된 한 방을 날릴 수 있습니다."
meleeWpnSledgeT1IronSledgehammerSchematic,"철 슬레지 해머 도면"
meleeWpnSledgeT3SteelSledgehammerSchematic,"강철 슬레지 해머 도면"
meleeWpnSpearT1IronSpearSchematic,"철 창 도면"
modArmorAdvancedMuffledConnectors,"고급 소음 방지 장치 개조"
modArmorAdvancedMuffledConnectorsSchematic,"고급 소음 방지 장치 개조 도면"
modArmorBandolier,"탄띠 개조"
modArmorBandolierSchematic,"탄띠 개조 도면"
modArmorCoolingMesh,"냉각 메시 개조"
modArmorCoolingMeshSchematic,"냉각 메시 개조 도면"
modArmorCustomizedFittings,"커스텀 피팅 개조"
modArmorCustomizedFittingsSchematic,"커스텀 피팅 개조 도면"
modArmorDoubleStoragePocket,"방어구 2배 주머니 개조"
modArmorDoubleStoragePocketSchematic,"방어구 2배 주머니 개조 도면"
modArmorHelmetLight,"헬멧 조명 개조"
modArmorHelmetLightSchematic,"헬멧 조명 개조 도면"
modArmorImpactBracing,"낙법 개조"
modArmorImpactBracingSchematic,"낙법 개조 도면"
modArmorImprovedFittings,"피팅 개선 개조"
modArmorImprovedFittingsSchematic,"피팅 개선 개조 도면"
modArmorInsulatedLiner,"단열 안감 개조"
modArmorInsulatedLinerSchematic,"단열 안감 개조 도면"
modArmorMuffledConnectors,"소음 방지 장치 개조"
modArmorMuffledConnectorsSchematic,"소음 방지 장치 개조 도면"
modArmorPlatingBasic,"갑옷 플레이트 추가 개조"
modArmorPlatingBasicSchematic,"갑옷 플레이트 추가 개조 도면"
modArmorPlatingReinforced,"밴디드 갑옷 플레이트 추가 개조"
modArmorPlatingReinforcedSchematic,"밴디드 갑옷 플레이트 추가 개조 도면"
modArmorStoragePocket,"방어구 주머니 개조"
modArmorStoragePocketSchematic,"방어구 주머니 개조 도면"
modArmorTripleStoragePocket,"방어구 3배 주머니 개조"
modArmorTripleStoragePocketSchematic,"방어구 3배 주머니 개조 도면"
modArmorWaterPurifier,"정수기 개조"
modArmorWaterPurifierSchematic,"정수기 개조 도면"
modFuelTankLarge,"모터 도구 대형 탱크 개조"
modFuelTankLargeSchematic,"모터 도구 대형 탱크 개조 도면"
modFuelTankSmall,"모터 도구 소형 탱크 개조"
modFuelTankSmallSchematic,"모터 도구 소형 탱크 개조 도면"
modGunBarrelExtender,"총열 확장 개조"
modGunBarrelExtenderSchematic,"총열 확장 개조 도면"
modGunBipod,"양각대 개조"
modGunBipodSchematic,"양각대 개조 도면"
modGunBowArrowRest,"화살 받침 개조"
modGunBowArrowRestSchematic,"화살 받침 개조 도면"
modGunBowPolymerString,"중합체 끈 개조"
modGunBowPolymerStringSchematic,"중합체 끈 개조 도면"
modGunChoke,"샷건 총구 개조"
modGunChokeSchematic,"샷건 총구 개조 도면"
modGunCrippleEm,"불구 개조"
modGunCrippleEmSchematic,"불구 개조 도면"
modGunDuckbill,"샷건 덕빌 개조"
modGunDuckbillSchematic,"샷건 덕빌 개조 도면"
modGunFlashlight,"무기 손전등 개조"
modGunFlashlightSchematic,"무기 손전등 개조 도면"
modGunForegrip,"수직 손잡이 개조"
modGunForegripSchematic,"수직 손잡이 개조"
modGunLaserSight,"레이저 조준기 개조"
modGunLaserSightSchematic,"레이저 조준기 개조 도면"
modGunMagazineExtender,"탄창 확장 개조"
modGunMagazineExtenderSchematic,"탄창 확장 개조 도면"
modGunMeleeBlessedMetal,"신성한 금속 개조"
modGunMeleeBlessedMetalSchematic,"신성한 금속 개조 도면"
modGunMeleeRadRemover,"방사능 제거 개조"
modGunMeleeRadRemoverSchematic,"방사능 제거 개조 도면"
modGunMeleeTheHunter,"사냥꾼 개조"
modGunMeleeTheHunterSchematic,"사냥꾼 개조 도면"
modGunMuzzleBrake,"소염기 개조"
modGunMuzzleBrakeSchematic,"소염기 개조 도면"
modGunReflexSight,"반사 조준경 개조"
modGunReflexSightSchematic,"반사 조준경 개조 도면"
modGunRetractingStock,"접이식 개머리판 개조"
modGunRetractingStockSchematic,"접이식 개머리판 개조 도면"
modGunScopeSmall,"2배 스코프 개조"
modGunScopeSmallSchematic,"2배 스코프 개조 도면"
modGunScopeMedium,"4배 스코프 개조"
modGunScopeMediumSchematic,"4배 스코프 개조 도면"
modGunScopeLarge,"8배 스코프 개조"
modGunScopeLargeSchematic,"8배 스코프 개조 도면"
modGunSoundSuppressorSilencer,"소음기 개조"
modGunSoundSuppressorSilencerSchematic,"소음기 개조 도면"
modGunTriggerGroupBurst3,"방아쇠 3점사 개조"
modGunTriggerGroupBurst3Schematic,"방아쇠 3점사 개조 도면"
modGunTriggerGroupAutomatic,"방아쇠 자동 사격 개조"
modGunTriggerGroupAutomaticSchematic,"방아쇠 자동 사격 개조 도면"
modGunTriggerGroupSemi,"방아쇠 반자동 사격 개조"
modGunTriggerGroupSemiSchematic,"방아쇠 반자동 사격 개조 도면"
modMeleeBunkerBuster,"벙커 버스터 개조"
modMeleeBunkerBusterSchematic,"벙커 버스터 개조 도면"
modMeleeClubBurningShaft,"화염 자루 개조"
modMeleeClubBurningShaftSchematic,"화염 자루 개조 도면"
modMeleeClubBarbedWire,"가시철사 개조"
modMeleeClubBarbedWireSchematic,"가시철사 개조 도면"
modMeleeClubMetalSpikes,"금속 스파이크 개조"
modMeleeClubMetalSpikesSchematic,"금속 스파이크 개조 도면"
modMeleeErgonomicGrip,"인체 공학 손잡이 개조"
modMeleeErgonomicGripSchematic,"인체 공학 손잡이 개조 도면"
modMeleeFortifyingGrip,"강화 손잡이 개조"
modMeleeFortifyingGripSchematic,"강화 손잡이 개조 도면"
modMeleeGraveDigger,"무덤 굴착 개조"
modMeleeGraveDiggerSchematic,"무덤 굴착 개조 도면"
modMeleeIronBreaker,"강철제 브레이커 개조"
modMeleeIronBreakerSchematic,"강철제 브레이커 개조 도면"
modMeleeSerratedBlade,"톱날 개조"
modMeleeSerratedBladeSchematic,"톱날 개조 도면"
modMeleeStructuralBrace,"구조적 죔쇠 개조"
modMeleeStructuralBraceSchematic,"구조적 죔쇠 개조 도면"
modMeleeTemperedBlade,"강화 칼날 개조"
modMeleeTemperedBladeSchematic,"강화 칼날 개조 도면"
modMeleeWeightedHead,"무거운 헤드 개조"
modMeleeWeightedHeadSchematic,"무거운 헤드 개조 도면"
modMeleeWoodSplitter,"목재 절삭기 개조"
modMeleeWoodSplitterSchematic,"목재 절삭기 개조 도면"
modRoboticDroneArmorPlatingMod,"드론 갑옷 플레이트 개조"
modRoboticDroneArmorPlatingModSchematic,"드론 갑옷 플레이트 개조 도면"
modRoboticDroneCargoMod,"드론 화물 개조"
modRoboticDroneCargoModSchematic,"드론 화물 개조 도면"
modRoboticDroneHeadlampMod,"드론 해드램프 개조"
modRoboticDroneHeadlampModSchematic,"드론 해드램프 개조 도면"
modRoboticDroneMedicMod,"드론 의료 개조"
modRoboticDroneMedicModSchematic,"드론 의료 개조 도면"
modRoboticDroneMoraleBoosterMod,"드론 사기 증진 개조"
modRoboticDroneMoraleBoosterModSchematic,"드론 사기 증진 개조 도면"
modShotgunSawedOffBarrel,"소드오프 샷건 개조"
modShotgunSawedOffBarrelSchematic,"소드오프 샷건 개조"
modVehicleExpandedSeat,"차량 추가 좌석 개조"
modVehicleExpandedSeatSchematic,"차량 추가 좌석 개조 도면"
modVehicleFuelSaver,"차량 연료 절감 개조"
modVehicleFuelSaverSchematic,"차량 연료 절감 개조 도면"
modVehicleOffRoadHeadlights,"차량 오프로드 헤드라이트 개조"
modVehicleOffRoadHeadlightsSchematic,"차량 오프로드 헤드라이트 개조 도면"
modVehicleReserveFuelTank,"차량 연료 탱크 개조"
modVehicleReserveFuelTankDesc,"차량의 연료 탱크 용량을 증가시킵니다."
modVehicleReserveFuelTankSchematic,"차량 연료 탱크 개조 도면"
modVehicleSuperCharger,"차량 슈퍼 충전 개조"
modVehicleSuperChargerSchematic,"차량 슈퍼 충전 개조 도면"
motionsensor,"모션 센서"
motionsensorSchematic,"모션 센서 도면"
questReward4x4PartsBundle,"차량 부품 번들"
poweredDoorsSchematic,"기계식 출입문 도면 세트"
pressureplate,"트리거 발판 1x1"
pressureplateSchematic,"트리거 발판 1x1 도면"
resourceMilitaryFiber,"군용 섬유"
resourceMilitaryFiberSchematic,"군용 섬유 도면"
resourceOil,"기름"
resourceOilSchematic,"기름 도면"
shotgunTurret,"산탄총 자동 터렛"
shotgunTurretSchematic,"산탄총 자동 터렛 도면"
speaker,"스피커"
speakerSchematic,"스피커 도면"
spotlightPlayer,"스포트라이트"
spotlightPlayerSchematic,"스포트라이트 도면"
switch,"스위치"
switchSchematic,"스위치 도면"
thrownDynamiteSchematic,"다이너마이트 도면"
thrownAmmoPipeBomb,"파이프 폭탄"
thrownAmmoPipeBombSchematic,"파이프 폭탄 도면"
thrownGrenade,"수류탄"
thrownGrenadeSchematic,"수류탄 도면"
thrownGrenadeContact,"접촉 수류탄"
thrownGrenadeContactSchematic,"접촉 수류탄 도면"
thrownTimedCharge,"시한 폭탄"
toolAnvilSchematic,"모루 도면"
toolForgeCrucibleSchematic,"도가니 도면"
vehicle4x4TruckAccessories,"4x4 레인저 트럭 부속품"
vehicle4x4TruckAccessoriesSchematic,"4x4 레인저 트럭 부속품 도면"
vehicle4x4TruckChassis,"4x4 레인저 트럭 프레임"
vehicle4x4TruckChassisSchematic,"4x4 레인저 트럭 프레임 도면"
vehicleBicycleHandlebars,"산악 자전거 핸들바"
vehicleBicycleHandlebarsSchematic,"산악 자전거 핸들바 도면"
vehicleBicycleChassis,"산악 자전거 프레임"
vehicleBicycleChassisSchematic,"산악 자전거 프레임 도면"
vehicleGyroCopterAccessories,"스카웃 헬기 부속품"
vehicleGyroCopterAccessoriesSchematic,"스카웃 헬기 부속품 도면"
vehicleGyroCopterChassis,"스카웃 헬기 프레임"
vehicleGyroCopterChassisSchematic,"스카웃 헬기 프레임 도면"
vehicleMinibikeChassis,"코멧 미니바이크 프레임"
vehicleMinibikeChassisSchematic,"코멧 미니바이크 프레임 도면"
vehicleMinibikeHandlebars,"코멧 미니바이크 핸들바"
vehicleMinibikeHandlebarsSchematic,"코멧 미니바이크 핸들바 도면"
vehicleMotorcycleChassis,"방랑자의 오토바이 프레임"
vehicleMotorcycleChassisSchematic,"방랑자의 오토바이 프레임 도면"
vehicleMotorcycleHandlebars,"방랑자의 오토바이 핸들바"
vehicleMotorcycleHandlebarsSchematic,"방랑자의 오토바이 핸들바 도면"
workbenchSchematic,"작업대 도면"
armorIronSetSchematic,"철제 방어구 도면 세트"
