Key,german
perkFlurryOfBlows2,"Knüppel, Schlagringe, Messer, Schwerter und Schlagstöcke erhalten [decea3]17%[-] schneller Angriffsgeschwindigkeit. Für jede Tötung mit einer Nahkampfwaffen werden [decea3]10[-] Ausdauer regeneriert."
perkFlurryOfBlows3,"Knüppel, Schlagringe, Messer, Schwerter und Schlagstöcke erhalten [decea3]25%[-] schneller Angriffsgeschwindigkeit. Für jede Tötung mit einer Nahkampfwaffen werden [decea3]20[-] Ausdauer regeneriert."
perkLightArmorRank1Desc,"Verringert die Bewegungseinschränkung von leichter Rüstung um [Decea3]15%[-] und die Ausdauerreduktion um [Decea3]10%[-]. Erhöht die Haltbarkeit um [decea3]50%[-]"
perkLightArmorRank2Desc,"Verringert die Bewegungseinschränkung von leichter Rüstung um [Decea3]30%[-] und die Ausdauerreduktion um [Decea3]20%[-]. Erhöht die Haltbarkeit um [decea3]100%[-]"
perkLightArmorRank3Desc,"Verringert die Bewegungseinschränkung von leichter Rüstung um [decea3]50%[-] und die Ausdauerreduktion um [decea3]35%[-]. Erhöht die Haltbarkeit um [decea3]150%[-]"
perkLightArmorRank4Desc,"Verringert die Bewegungseinschränkung von leichter Rüstung um [decea3]75%[-] und die Ausdauerreduktion um [decea3]50%[-]. Erhöht die Haltbarkeit um [decea3]200%[-]"
perkParkourRank1Desc,"Verringert die Ausdauerkosten beim Springen um [decea3]10%[-], erhöht die sichere Falldistanz um [decea3]1[-] Meter"
perkParkourRank2Desc,"Verringert die Ausdauerkosten beim Springen um [decea3]20%[-], erhöht die sichere Falldistanz um [decea3]2[-] Meter, kann [decea3]1[-] Meter höher springen"
perkParkourRank3Desc,"Verringere die Ausdauerkosten beim Springen um [decea3]30%[-], erhöhe die sichere Falldistanz um [decea3]4[-] Meter und erhalte nie ein gebrochenes Bein beim Fallen"
perkParkourRank4Desc,"Verringert die Ausdauerkosten beim Springen um [decea3]40%[-], erhöht die sichere Falldistanz um [decea3]5[-] Meter, kann [decea3]2[-] Meter höher springen und erleidet beim Fallen nie ein verstauchtes oder gebrochenes Bein"
perkCharismaticNatureRank1Desc,"Verbündete in der Nähe erhalten [decea3]20[-] Gesundheit und Ausdauer"
perkCharismaticNatureRank2Desc,"Verbündete in der Nähe erhalten [decea3]20%[-] Block- und Nahkampfschaden"
perkCharismaticNatureRank3Desc,"Verbündete in der Nähe erhalten [decea3]10%[-] Widerstand gegen alle Schadensquellen, erleiden [decea3]50%[-] weniger Schaden durch Blutungen und bluten [decea3]50%[-] langsamer."
perkCharismaticNatureRank4Desc,"Verbündete in der Nähe erhalten [decea3]+1[-] auf alle Attribute."
perkAdvancedEngineeringRank1Desc,"Schmieden arbeiten [decea3]20%[-] schneller. Das Herstellen von Leim erfordert weniger Ressourcen"
perkAdvancedEngineeringRank2Desc,"Werkbänke und Zementmischer stellen [decea3]20%[-] schneller her."
perkAdvancedEngineeringRank3Desc,"Erhalte [decea3]+20%[-] EXP durch das Töten mit elektrischen Fallen. Alle Schmiede-Rezepte kosten [decea3]10%[-] weniger, die Herstellung von Schmiedestahl und elektrischen Geräten kostet [decea3]15%[-] weniger"
perkAdvancedEngineeringRank4Desc,"Erhalte [decea3]+35%[-] EXP durch das Töten mit elektrischen Fallen. Alle Schmiederezepte kosten [decea3]15%[-] weniger, das Herstellen von Schmiedestahl und elektrischen Geräten kostet [decea3]25%[-] weniger"
perkAdvancedEngineeringRank5Desc,"Erhalte [decea3]+50%[-] EXP durch das Töten mit elektrischen Fallen. Alle Schmiederezepte kosten [decea3]20%[-] weniger, das Herstellen von Schmiedestahl und elektrischen Geräten kostet [decea3]35%[-] weniger"
perkWasteTreasuresClothDesc,"Für das Herstellen von Stoffen wird [decea3]25%[-] weniger Baumwolle benötigt."
perkWasteTreasuresClothLongDesc,"Für das Herstellen von Stoffen wird [decea3]25%[-] weniger Baumwolle benötigt"
perkUrbanCombatCigarDesc,"Habe einen [decea3]5%[-] höheren Einfluss auf Verhandlungen"
perkUrbanCombatCigarLongDesc,"Habe einen [decea3]5%[-] höheren Einfluss auf Verhandlungen"
ulmPerkEfficientPackerName,"Gewissenhafter Verpacker"
ulmPerkEfficientPackerDesc,"Durch sorgfältiges Packen kannst du den sehr begrenzten Platz in deinem Rucksack effektiv und ordentlich nutzen, sodass du bei gleichem Platzangebot mehr transportieren kannst."
ulmPerkEfficientPacker1,"Packe deinen Rucksack effektiver, so dass du [decea3]40[-] Einheiten mehr in deinem Rucksack transportieren kannst."
ulmPerkEfficientPacker2,"Packe deinen Rucksack effektiver, so dass du [decea3]40[-] Einheiten mehr in deinem Rucksack transportieren kannst."
ulmPerkEfficientPacker3,"Packe deinen Rucksack effektiver, so dass du [decea3]60[-] Einheiten mehr in deinem Rucksack mitnehmen kannst"
ulmPerkEfficientPacker4,"Packe deinen Rucksack effektiver, so dass du [decea3]80[-] Einheiten mehr in deinem Rucksack mitnehmen kannst"
ulmPerkEfficientPacker5,"Packe deinen Rucksack effektiver, so dass du [decea3]100[-] Einheiten mehr in deinem Rucksack mitnehmen kannst"
ulmPerkDroneSpecialistName,"Drohnen-Spezialist"
ulmPerkDroneSpecialistDesc,"Erfahre, wie du die Servos der Drohne feinabstimmst und neu kalibrierst, damit sie mehr Gewicht tragen kann."
ulmPerkDroneSpecialist1,"Drohnen-Transportgewichtslimit um [decea3]25%[-] erhöht"
ulmPerkDroneSpecialist2,"Drohnen-Transportgewichtslimit um [decea3]50%[-] erhöht"
ulmPerkDroneSpecialist3,"Drohnen-Transportgewichtslimit um [decea3]100%[-] erhöht"
ulmPerkDroneSpecialist4,"Drohnen-Transportgewichtslimit um [decea3]150%[-] erhöht"
ulmPerkDroneSpecialist5,"Drohnen-Transportgewichtslimit um [decea3]200%[-] erhöht"
ulmPerkGiftOfLifeName,"Geschenk des Lebens"
ulmPerkGiftOfLifeDesc,"Eine Kombination aus Genetik und gesunden Gewohnheiten ermöglicht es dir, eine bessere körperliche Gesundheit zu erlangen, wodurch deine maximale Gesundheit erhöht werden kann."
ulmPerkGiftOfLife1,"Erhöhung deiner maximalen Gesundheit um [decea3]+5[-]"
ulmPerkGiftOfLife2,"Erhöhung deiner maximalen Gesundheit um [decea3]+10[-]"
ulmPerkGiftOfLife3,"Erhöhung deiner maximalen Gesundheit um [decea3]+15[-]"
ulmPerkGiftOfLife4,"Erhöhung deiner maximalen Gesundheit um [decea3]+20[-]"
ulmPerkGiftOfLife5,"Erhöhung deiner maximalen Gesundheit um [decea3]+25[-]"
perkBarBrawling1BasicMovesDesc,"Verursacht [decea3]10%[-] mehr Schaden mit Fäusten und Schlagringen"
perkBarBrawling2DropABombDesc,"Kräftige Angriffe aus dem Sprint heraus, haben eine hohe Chance, den Gegner umzuwerfen"
perkBarBrawling3KillerInstinctDesc,"Mit jedem Kill erhaltet ihr [decea3]5%[-] Schaden, bis zu [decea3]15%[-]. Nach [decea3]10[-] Sekunden ohne Kill sinkt der Bonus um eine Stufe"
perkBarBrawling4FinishingMovesDesc,"Verursacht [decea3]20%[-] zusätzlichen Schaden an niedergeschlagenen und betäubten Gegnern"
perkBarBrawling5AdrenalineHealingDesc,"Im Kampf erholt sich die Gesundheit mit jedem Schlag um [decea3]1[-] Trefferpunkt"
perkBarBrawling6RageModeDesc,"Nachdem du getroffen wurdest, sind deine Faustangriffe [decea3]20%[-] schneller und erhöhen die Bewegungsgeschwindigkeit um [decea3]10%[-]"
perkBarBrawling7BoozedUpDesc,"Wenn du Bier trinkst, verschwimmt deine Sicht nicht mehr und dein Rausch hält doppelt so lange an"
perkBarBrawling8CompleteDesc,"Der [decea3]7.[-] unbewaffnete Schlag, der in kurzer Zeit ausgeführt wird, verursacht [decea3]300%[-] Schaden"
ulmSkillUtilityName,"Unterstützung"
autoTurret,"SMG-Geschützturm"
autoTurretDesc,"Ein automatischer Geschützturm mit Bewegungsmelder, der 10mm SMG-Munition verwendet."
cntBathTubEmpty,"Badewanne"
cntBathTubEmptyDesc,"Ein Wasserbehälter, in dem eine Person oder ein Tier ein Bad nehmen kann."
cntCollapsedWorkbench,"Zerstörte Werkbank"
cntCollapsedWorkbenchDesc,"Eine zerstörte, plünderbare Werkbank, die nicht zum Herstellen von Gegenständen verwendet werden kann, in der sich aber einige Wertgegenstände befinden können."
counterSinkCommercial,"Gewerbliche Spüle"
forge,"Schmelzofen"
generatorbank,"Generator"
modularRopeTiled,"Befestigtes Seil"
modularRopeTiledDesc,"[decea3]Kann zum Hinauf- und Hinunterklettern benutzt werden [-] Nicht sehr haltbar im Vergleich zu Leitern."
palletBrownBoxesBase,"Gestapelte Kisten"
palletBrownBoxesTile,"Gestapelte Kisten"
palletBrownBoxesTop,"Kisten"
palletBrownBoxesLoose,"Gestapelte Kisten"
solarbank,"Sonnenkollektor"
tire,"Rad"
tireDesc,"Ein Gummireifen, der zur Dekoration der Garage verwendet werden kann."
tnt,"Dynamit-Paket"
tntDesc,"Eine Dynamitpackung kann aus mehreren zusammengesteckten Dynamitstäben hergestellt werden."
wallHungSink,"Wandspüle"
wineBarrel,"Bierfass"
wineBarrelDesc,"Wird zur Lagerung von Bier verwendet."
wineBarrelPlayer,"Bierfass"
wineBarrelPlayerDesc,"Für die Lagerung von Bier"
wineBarrelPlayerSecure,"Bierfass"
wineBarrelPlayerSecureDesc,"Für die Lagerung von Bier"
wineBarrelPlain,"Bierfass, einfarbig"
wineBarrelPlainDesc,"Für die Lagerung von Bier"
wineBarrelPlainPlayer,"Bierfass, einfach"
wineBarrelPlainPlayerDesc,"Für die Lagerung von Bier"
wineBarrelPlainPlayerSecure,"Bierfass, einfach"
wineBarrelPlainPlayerSecureDesc,"Für die Lagerung von Bier"
wineBarrelSet,"Bierfässer"
wineBarrelSetDesc,"Für die Lagerung von Bier"
wineBarrelSetPlayer,"Bierfässer"
wineBarrelSetPlayerDesc,"Für die Lagerung von Bier"
wineBarrelSetPlayerSecure,"Bierfässer"
wineBarrelSetPlayerSecureDesc,"Für die Lagerung von Bier"
workbench,"Werkbank"
workbenchDesc,"Mit einer Werkbank kannst du fortschrittlichere Gegenstände und Blöcke herstellen als mit deinen bloßen Händen in deinem Rucksack."
cntBarrelPlasticSingle00,"Wasserfass"
cntBarrelPlasticSingle00Desc,"Ein Behälter für die Lagerung von Wasser."
cntBarrelPlasticSingle45,"Wasserfass"
cntBarrelPlasticSingle45Desc,"Ein Behälter für die Lagerung von Wasser."
cntBarrelPlasticQuadA,"Wasserfass-Palette"
cntBarrelPlasticQuadADesc,"Behälter für die Lagerung von Wasser."
cntBarrelPlasticQuadB,"Wasserfässer"
cntBarrelPlasticQuadBDesc,"Behälter für die Lagerung von Wasser."
cntBeerCooler,"Getränkekühler"
cntBeerCoolerDesc,"Möbel."
cntCar03SedanDamage0v01,"Limousine"
cntCar03SedanDamage0v02,"Limousine"
cntCar03SedanDamage0v03,"Limousine"
cntCar03SedanDamage0v04,"Limousine"
cntCar03SedanDamage0v05,"Limousine"
cntCar03SedanDamage0v06,"Limousine"
cntCar03SedanDamage0v07,"Limousine"
cntCar03SedanDamage0v08,"Limousine"
cntGasPumpEmpty,"[FF1919]Beschädigte[-] Benzinpumpe"
cntGasPumpEmptyDesc," "
cntGasPumpFull,"Zapfsäule"
cntGasPumpFullDesc," "
cntStoreElectronicsBookShelfSpeaker,"Regal-Lautsprecher"
cntWaterCoolerBottle,"Mineralwasser-Flasche"
cntWaterCoolerBottleDesc,"Behälter zur Aufbewahrung von sauberem Mineralwasser."
cntWaterCoolerFull,"Mineralwasser-Ständer"
cntWaterCoolerFullDesc,"Behälter zur Aufbewahrung von sauberem Mineralwasser."
plantedAloe1,"Aloe-Vera-Samen"
plantedAloe1Schematic,"Aloe-Vera-Samen"
plantedBlueberry1,"Heidelbeer-Samen"
plantedBlueberry1Schematic,"Blaubeer-Samen"
plantedChrysanthemum1,"Chrysantheme-Samen"
plantedChrysanthemum1Schematic,"Chrysanthemen-Samen"
plantedCoffee1,"Kaffee-Samen"
plantedCoffee1Schematic,"Kaffee-Samen"
plantedCorn1,"Mais-Samen"
plantedCorn1Schematic,"Mais-Samen"
plantedCotton1,"Baumwoll-Samen"
plantedCotton1Schematic,"Baumwoll-Samen"
plantedGoldenrod1,"Goldrute-Samen"
plantedGoldenrod1Schematic,"Goldruten-Samen"
plantedGraceCorn1,"Super-Mais-Samen"
plantedGraceCorn1Schematic,"Super-Mais-Samen"
plantedHop1,"Hopfen-Samen"
plantedHop1Schematic,"Hopfen-Samen"
plantedMushroom1,"Pilz-Samen"
plantedMushroom1Desc,"Pflanzen Sie diese Pilzsporen auf einer Farm-Parzelle, damit sie wachsen und Sie sie ernten können. Im Gegensatz zu den meisten Nutzpflanzen benötigen Pilze kein Sonnenlicht, um zu wachsen."
plantedMushroom1Schematic,"Pilz-Samen"
plantedPotato1,"Kartoffel-Samen"
plantedPotato1Schematic,"Kartoffel-Samen"
plantedPumpkin1,"Kürbis-Samen"
plantedPumpkin1Schematic,"Kürbis-Samen"
plantedtreeGrassSeed1,"Gras-Samen"
plantedtreeGrassSeed1Schematic,"Gras-Samen"
plantedYucca1,"Yucca-Frucht-Samen"
plantedYucca1Schematic,"Yucca-Frucht-Samen"
sectionalPlaidChair,"Alter Sessel"
lootHelperDesc,"Erzeugt zufällig entweder einen [decea3]leeren/offenen[-] oder einen [decea3]plünderbaren[-] Container, wie in blockplaceholders.xml definiert"
cntCabinetBottomRandomLootHelper,"[Cabinet Random Helper]"
cntStoveRandomLootHelper,"[Herd-Zufallshelfer]"
cntGasGrillRandomLootHelper,"[Gasgrill-Zufallshelfer]"
cntCharcoalGrillRandomLootHelper,"[Holzkohlegrill-Zufallshelfer]"
cntMicrowaveRandomLootHelper,"[Mikrowellen-Zufallshelfer]"
cntRetroFridgeRandomLootHelper,"[Retro-Kühlschrank Zufallshelfer]"
cntFridgeStainlessSteelRandomLootHelper,"[Stahlkühlschrank Zufallshelfer]"
cntCoolerRandomLootHelper,"[Kühlbox-Zufallshelfer]"
cntWasherRandomLootHelper,"[Waschmaschine Zufallshelfer]"
cntDryerRandomLootHelper,"[Trockner Zufallshelfer]"
cntWasherIndustrialRandomLootHelper,"[Industriewaschmaschine Zufallshelfer]"
cntWasherIndustrialTippedRandomLootHelper,"[Industrielle Waschmaschine mit Kippvorrichtung Zufallshelfer]"
cntLaundryBasketRandomLootHelper,"[Wäschekorb Zufallshelfer]"
cntDomedTrashCanRandomLootHelper,"[Gewölbter Mülleimer Zufallshelfer]"
cntBruteStyleTrashCanRandomLootHelper,"[Mülleimer Zufallshelfer]"
cntTiltTruckRandomLootHelper,"[Kipplaster-Zufallshelfer]"
cntGasPumpRandomLootHelper,"[Zapfsäule Zufallshelfer]"
cntNightstandRandomLootHelper,"[Nachttisch-Zufallshelfer]"
cntModularClosetRandomLootHelper,"[Kleidersack Zufallshelfer]"
cntMedicineCabinetFaucetRandomLootHelper,"[Medizinschrank, Wasserhahn Zufallshelfer]"
cntMedicineCabinetClosedRandomLootHelper,"[Medikamentenschrank Zufallshelfer]"
cntPillCaseRandomLootHelper,"[Medikamentenschrank Zufallshelfer]"
cntWallSafeRandomLootHelper,"[Wandtresor-Zufallshelfer]"
cntWallSafeNonPaintingRandomLootHelper,"[Wandsafe, kein Anstrich Zufallshelfer]"
cntDeskSafeRandomLootHelper,"[Schreibtisch-Tresor-Zufallshelfer]"
cntPaintingPictureSafeRandomLootHelper,"[Anstrich, Wandsafe Zufallshelfer]"
cntWoodDesk01RandomLootHelper,"[Holzschreibtisch Zufallshelfer]"
cntMetalDesk02RandomLootHelper,"[Metallschreibtisch Zufallshelfer]"
wallClockRandomLootHelper,"[Wanduhr Zufallshelfer]"
cntFileCabinetShortRandomLootHelper,"[Aktenschrank, kurz Zufallshelfer]"
cntFileCabinetTallRandomLootHelper,"[Aktenschrank, hoch Zufallshelfer]"
cntBathTubsRandomLootHelper,"[Badewannen Zufallshelfer]"
cntCashRegisterRandomLootHelper,"[Registrierkassen Zufallshelfer]"
cntShoppingCartRandomLootHelper,"[Einkaufswagen Zufallshelfer]"
cntShoppingBasketRandomLootHelper,"[Einkaufskorb Zufallshelfer]"
cntToolBoxRandomLootHelper,"[Werkzeugkasten Zufallshelfer]"
cntToolBoxOffsetRandomLootHelper,"[Werkzeugkasten Versatz Zufallshelfer]"
cntRollingToolBoxRandomLootHelper,"[Rollende Werkzeugkiste Zufallshelfer]"
cntUtilityCartRandomLootHelper,"[Utility Cart Random Helper] [Utility Cart Random Helper]"
cntStoreShelfSingleBottomFoodRandomLootHelper,"[Ladenregal Single Bot, Lebensmittel Zufallshelfer]"
cntStoreShelfSingleTopFoodRandomLootHelper,"[Ladenregal Einfach oben, Lebensmittel Zufallshelfer]"
cntStoreShelfDoubleBottomFoodRandomLootHelper,"[Ladenregal Doppel-Bot, Lebensmittel-Zufallshelfer]"
cntStoreShelfDoubleTopFoodRandomLootHelper,"[Ladenregal Doppeltop, Lebensmittel Zufallshelfer]"
cntStoreShelfSingleBottomHardwareRandomLootHelper,"[Ladenregal Einzelner Bot, Hardware-Zufallshelfer]"
cntStoreShelfSingleTopHardwareRandomLootHelper,"[Ladenregal Einfach oben, Hardware-Zufallshelfer]"
cntStoreShelfDoubleBottomHardwareRandomLootHelper,"[Ladenregal Doppel-Bot, Hardware-Zufallshelfer]"
cntStoreShelfDoubleTopHardwareRandomLootHelper,"[Ladenregal Doppeltop, Hardware Zufallshelfer]"
cntStoreShelfSingleBottomPharmaRandomLootHelper,"[Ladenregal Einzelner Bot, Medizinischer Zufallshelfer]"
cntStoreShelfDoubleBottomPharmaRandomLootHelper,"[Ladenregal Doppel-Bot, Medizinischer Zufallshelfer]"
cntStoreProduceBasketCornerRandomLootHelper,"[Erzeugniskorb, Eck-Zufallshelfer]"
cntStoreProduceBasketRandomLootHelper,"[Erzeugniskorb Zufallshelfer]"
cntDisplayCaseAmmoLeftRandomLootHelper,"[Munitionsvitrine, links Zufallshelfer]"
cntDisplayCaseAmmoMiddleRandomLootHelper,"[Munitionsvitrine, Mitte Zufallshelfer]"
cntDisplayCaseAmmoRightRandomLootHelper,"[Munitionsvitrine, rechts Zufallshelfer]"
cntGunRackSmallRandomLootHelper,"[Gewehrständer, klein Zufallshelfer]"
cntGunRackLargeRandomLootHelper,"[Gewehrständer, groß Zufallshelfer]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,"[Ladenregal einzeln, Elektronik Zufallshelfer]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,"[Ladenregal doppelt, Elektronik-Zufallshelfer]"
cntClothesRackRoundRandomLootHelper,"[Kleiderständer, Rund Zufallshelfer]"
cntClothesRackRectangleRandomLootHelper,"[Kleiderständer, rechteckig Zufallshelfer]"
cntClothesRackWallRandomLootHelper,"[Kleiderständer, Wand-Zufallshelfer]"
cntClothesShelfHalfRandomLootHelper,"[Kleiderregal Zufallshelfer]"
cntClothesShelfStackRandomLootHelper,"[Kleiderregal, Stapel Zufallshelfer]"
cntStoreShelfDoubleBottomShoesRandomLootHelper,"[Ladenregal Double Bot, Schuhe Zufallshelfer]"
cntStoreShelfDoubleTopShoesRandomLootHelper,"[Ladenregal Double Top, Schuhe Zufallshelfer] [Ladenregal Double Top, Schuhe Zufallshelfer]"
cntStoreShelfSingleBottomShoesRandomLootHelper,"[Ladenregal Einzelner Bot, Schuhe Zufallshelfer]"
cntStoreShelfSingleTopShoesRandomLootHelper,"[Ladenregal Einfacher Aufsatz, Schuhe Zufallshelfer]"
cntShoesPileRandomLootHelper,"[Schuhstapel Zufallshelfer]"
cntBookcaseGoodRandomLootHelper,"[Bücherregal, guter Zufallshelfer]"
cntBookcasePoorRandomLootHelper,"[Bücherregal, Schlechter Zufallshelfer]"
cntBookShelfSingleBottomRandomLootHelper,"[Bücherregal Single Bot Zufallshelfer]"
cntBookShelfSingleTopRandomLootHelper,"[Buchregal Einzelner Oberer Zufallshelfer]"
cntBookShelfDoubleBottomRandomLootHelper,"[Buchregal Doppelter Bot Zufallshelfer]"
cntBookShelfDoubleTopRandomLootHelper,"[Buchregal Doppeltop Zufallshelfer]"
cntBookShelfSingleCapBottomRandomLootHelper,"[Buchregal Kappen-Bot Zufallshelfer]"
cntBookShelfSingleCapTopRandomLootHelper,"[Buchregal Deckel Zufallshelfer]"
cntBookPileRandomLootHelper,"[Bücherstapel-Zufallshelfer]"
cntVendingMachine2RandomLootHelper,"[Automaten-Zufallshelfer]"
cntLuggageMediumRandomLootHelper,"[Gepäckmittel-Zufallshelfer]"
cntLuggageBigRandomLootHelper,"[Koffer groß Zufallshelfer]"
cntLuggagePileARandomLootHelper,"[Gepäckstapel A Zufallshelfer]"
cntLuggagePileBRandomLootHelper,"[Gepäckstapel B Zufallshelfer]"
cntBagsRandomLootHelper,"[Tasche/Rucksack Zufallshelfer]"
cntArmyTruckRandomLootHelper,"[Armee-LKW-Zufallshelfer]"
cntAmbulanceTruck01RandomLootHelper,"[Ambulanz/Luft Zufallshelfer]"
cntServiceTruckMoPowerRandomLootHelper,"[Mo Power Truck/Luft Zufallshelfer]"
cntServiceTruckWorkingStiffToolsRandomLootHelper,"[Working Stiffs Truck/Luft Zufallshelfer]"
cntWastelandRandomLootHelper,"[Wasteland Loot Random Helper]"
cntDesertRandomLootHelper,"[Desert Loot Random Helper]"
cntBurntForestRandomLootHelper,"[Burnt Forest Loot Random Helper]"
cntForestRandomLootHelper,"[Forest Loot Random Helper]"
cntHouseRandomLootHelper,"[House Loot Random Helper]"
cntStreetRandomLootHelper,"[Street Loot Random Helper]"
cntYardRandomLootHelper,"[Yard Loot Random Helper]"
cntGarageRandomLootHelper,"[Garage Loot Random Helper]"
cntConstructionSuppliesRandomLootHelper,"[Construction Loot Random Helper]"
cntStoreCratesRandomLootHelper,"[Store Crate Random Helper]"
cntToolsAndForgeRandomLootHelper,"[Werkzeug/Schmiede Zufallshelfer]"
cntWorkstationsRandomLootHelper,"[Arbeitsplatz-Zufallshelfer]"
cntWorkstationsBustedRandomLootHelper,"[Arbeitsstation, kaputt Zufallshelfer]"
cntForgeBustedRandomLootHelper,"[Zerstörte Schmiede-Zufallshelfer]"
cntWorkbenchBustedRandomLootHelper,"[Zerstörte Werkbank-Zufallshelfer]"
cntCementMixerBustedRandomLootHelper,"[Zerstörter Zementmischer Zufallshelfer]"
cntChemistryStationBustedRandomLootHelper,"[Zerstörte Chemiestation Zufallshelfer]"
cntQuestRandomLootHelper,"[Quest Loot Random Helper]"
cntQuestNoPHRandomLootHelper,"[Quest Loot, No PH Random Helper]"
cntLockersShortRandomLootHelper,"[Lockers Short Random Helper]"
cntLockersTallRandomLootHelper,"[Lockers Tall Random Helper]"
cntLockersTallDoubleRandomLootHelper,"[Lockers Tall Double Random Helper]"
cntLockersTallMixRandomLootHelper,"[Schließfächer gemischt 1 Zufallshelfer]"
cntLockersTallMixLinkRandomLootHelper,"[Schließfächer Gemischt 2 Zufallshelfer] [Schließfächer Gemischt 2 Zufallshelfer"
cntFreezerGroceriesMiddleRandomLootHelper,"[Gefrierschrank Mitte, Lebensmittel Zufallshelfer]"
cntFreezerGroceriesLeftRandomLootHelper,"[Gefrierschrank links, Lebensmittel Zufallshelfer]"
cntFreezerGroceriesRightRandomLootHelper,"[Gefrierschrank rechts, Lebensmittel Zufallshelfer]"
cntFreezerBeveragesMiddleRandomLootHelper,"[Gefrierschrank Mitte, Getränke Zufallshelfer]"
cntFreezerBeveragesLeftRandomLootHelper,"[Gefrierschrank links, Getränke Zufallshelfer]"
cntFreezerBeveragesRightRandomLootHelper,"[Gefrierschrank rechts, Getränke Zufallshelfer]"
cntFreezerBeveragesStandaloneRandomLootHelper,"[Tiefkühltruhe allein, Getränke-Zufallshelfer]"
cntCupboardCabinetRedTopLootHelper,"[Schrank Rot Zufallshelfer]"
cntCabinetOldBottomLootHelper,"[Schrank Alt Zufallshelfer]"
carsRandomHelper,"[Autos Zufallshelfer]"
carWrecksRandomHelper,"[Autowracks Zufallshelfer]"
cars3WideRandomHelper,"[Cars 3 Wide Random Helper]"
cntCar03SedanDamage0RandomHelper,"[Full Car/Air Random Helper]"
cntCar03SedanDamage1RandomHelper,"[2. Stufe Auto/Luft Zufallshelfer]"
cntCar03SedanDamage2RandomHelper,"[Schrottauto/Luft-Zufallshelfer]"
terrStoneHelper,"[Steingelände-Helfer]"
cntCashRegisterSecure,"Sichere Registrierkasse"
cntFileCabinetShortSecure,"Sicheres Aktenkabinett"
cntFileCabinetTallSecure,"Sicherer Aktenschrank"
cntLockersShortSecure,"Sichere Schließfächer"
cntLockersTallSecure,"Sichere Schließfächer"
cntLockersTallDoubleSecure,"Sichere Schließfächer"
cntLockersTallMixSecure,"Sichere Schließfächer"
cntLockersTallMixLinkSecure,"Sichere Schließfächer"
cntToolBoxSecure,"Sichere Werkzeugkiste"
cntToolBoxOffsetSecure,"Sichere Werkzeugkiste"
cntRollingToolBoxSecure,"Sichere rollende Werkzeugkiste"
cntWoodDesk01Secure,"Sicherer Holzschreibtisch"
cntMetalDesk02Secure,"Sicherer Eisenschreibtisch"
ulmBlockConcreteBarrier1VariantHelper,"Betonbarriere"
ulmBlockTrapGlassBusinessVariantHelper,"Geschäftsglas (Falle)"
ulmBlockTrapGlassBusinessVariantHelperDesc,"Eine falsche Bodenfalle, die sich auflöst, wenn man darauf tritt."
ulmBlockTVVariantHelper,"Fernseher"
ulmBlockTVVariantHelperDesc,"Funktioniert nicht, sorgt aber dafür, dass Sie sich zu Hause wohler fühlen."
ulmBlockWoodVariantHelper,"Holzblock"
ulmBlockWoodVariantHelperDesc,"Bietet einen einfachen Schutz."
ulmBlockRWoodVariantHelper,"Verstärkter Holzblock"
ulmBlockRWoodVariantHelperDesc,"Bietet besseren Schutz als normale Holzblöcke."
ulmBlockMRWoodVariantHelper,"Metallverstärkter Holzblock"
ulmBlockMRWoodVariantHelperDesc,"Bietet mehr Schutz als nicht-metallverstärkte Holzblöcke."
ulmBlockRScrapIronVariantHelper,"Schrotteisenblock"
ulmBlockRScrapIronVariantHelperDesc,"Bietet einen durchschnittlichen Schutz."
ulmBlockSteelVariantHelper,"Stahlblock"
ulmBlockSteelVariantHelperDesc,"Bietet hervorragenden Schutz."
ulmBlockSSteelVariantHelper,"Block aus rostfreiem Stahl"
ulmBlockSSteelVariantHelperDesc,"Bietet einen besseren Schutz als Stahlblöcke."
ulmBlockPewSegmentVariantHelper,"Pfahlsegment"
ulmBlockRopeVariantHelper,"Seil (kletterbar)"
ulmCollectorOilPumpActive,"Öl-Extraktor"
ulmCollectorOilPumpActiveDesc,"Extrahiert langsam [decea3]Ölschiefer[-] aus den Tiefen des Bodens."
ulmCollectorOilPumpHarvest,"Öl-Extraktor"
ulmCollectorOilPumpHarvestDesc,"Extrahiert langsam [decea3]Ölschiefer[-] aus den Tiefen des Bodens."
ulmCollectorOreActive,"Erz-Extraktor"
ulmCollectorOreActiveDesc,"Extrahiert langsam zufällige Erze aus den Tiefen des Bodens. Hat eine kleine Chance, [decea3]Titanerz[-] zu extrahieren."
ulmCollectorOreHarvest,"Erz-Extraktor"
ulmCollectorOreHarvestDesc,"Extrahiert langsam zufällige Erze aus den Tiefen des Bodens. Hat eine kleine Chance, [decea3]Titanerz[-] zu extrahieren."
ulmBlockWaterpump,"Wasserpumpe"
ulmBlockWaterpumpDesc,"Füllt sich langsam mit trüben Wasser (1 Einheit je 1 Spielstunde) aus den Tiefen des Bodens nach, das weniger durch Strahlung verseucht ist."
ulmCollectorWellWood,"Primitiver Wasserbrunnen"
ulmCollectorWellWoodDesc,"Füllt sich langsam mit trübem Wasser (1 Einheit alle 2 Spielstunden) aus der Tiefe des Bodens nach, das weniger durch Strahlung verseucht ist."
ulmContainerBagStarter,"Notfalltasche"
