Key,polish
cntGunRackLargeRandomLootHelper,"[Stojak na Broń, Duży Losowy Wariant]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,"[Półka Sklepowa Pojedyncza, Elektronika Losowy Wariant]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,"[Półka Sklepowa Podwójna, Elektronika Losowy Wariant]"
cntClothesRackRoundRandomLootHelper,"[Wieszak na Ubrania, Okrągły Losowy Wariant]"
cntClothesRackRectangleRandomLootHelper,"[Wieszak na Ubrania, Prostokątny Losowy Wariant]"
cntClothesRackWallRandomLootHelper,"[Wieszak na Ubrania, Naścienny Losowy Wariant]"
cntClothesShelfHalfRandomLootHelper,"[Półka na Ubrania Losowy Wariant]"
cntClothesShelfStackRandomLootHelper,"[Półka na Ubrania Stack Losowy Wariant]"
cntStoreShelfDoubleBottomShoesRandomLootHelper,"[Półka Sklepowa Podwójna Dół, Buty Losowy Wariant]"
cntStoreShelfDoubleTopShoesRandomLootHelper,"[Półka Sklepowa Podwójna Góra, Buty Losowy Wariant]"
cntStoreShelfSingleBottomShoesRandomLootHelper,"[Półka Sklepowa Pojedyncza Dół, Buty Losowy Wariant]"
cntStoreShelfSingleTopShoesRandomLootHelper,"[Półka Sklepowa, Pojedyncza Góra, Buty Losowy Wariant]"
cntShoesPileRandomLootHelper,"[Sterta Butów, Losowy Wariant]"
cntBookcaseGoodRandomLootHelper,"[Półka na Książki, Pełna, Losowy Wariant]"
cntBookcasePoorRandomLootHelper,"[Półka na Książki, Pustawa, Losowy Wariant]"
cntBookShelfSingleBottomRandomLootHelper,"[Półka na Książki Pojedyncza, Dół Losowy Wariant]"
cntBookShelfSingleTopRandomLootHelper,"[Półka na Książki, Pojedyncza Góra Losowy Wariant]"
cntBookShelfDoubleBottomRandomLootHelper,"[Półka na Książki, Podwójna Dół Losowy Wariant]"
cntBookShelfDoubleTopRandomLootHelper,"[Półka na Książki, Podwójna Góra Losowy Wariant]"
cntBookShelfSingleCapBottomRandomLootHelper,"[Półka na Książki, Zakończenie Dół Losowy Wariant]"
cntBookShelfSingleCapTopRandomLootHelper,"[Półka na Książki, Zakończenie Góra Losowy Wariant]"
cntBookPileRandomLootHelper,"[Stos Książek, Losowy Wariant]"
cntVendingMachine2RandomLootHelper,"[Automat z Przekąskami, Losowy Wariant]"
cntLuggageMediumRandomLootHelper,"[Bagaż Średni, Losowy Wariant]"
cntLuggageBigRandomLootHelper,"[Bagaż Duży, Losowy Wariant]"
cntLuggagePileARandomLootHelper,"[Sterta Bagaży A, Losowy Wariant]"
cntLuggagePileBRandomLootHelper,"[Sterta Bagaży B, Losowy Wariant]"
cntBagsRandomLootHelper,"[Torba/Plecak, Losowy Wariant]"
cntArmyTruckRandomLootHelper,"[Ciężarówka Wojskowa, Losowy Wariant]"
cntAmbulanceTruck01RandomLootHelper,"[Ambulans/Pusto, Losowy Wariant]"
cntServiceTruckMoPowerRandomLootHelper,"[Ciężarówka Mo Power/Pusto, Losowy Wariant]"
cntServiceTruckWorkingStiffToolsRandomLootHelper,"[Ciężarówka Working Stiffs/Pusto, Losowy Wariant]"
cntWastelandRandomLootHelper,"[Łup Pustkowi, Losowy Wariant]"
cntDesertRandomLootHelper,"[Łup Pustynny, Losowy Wariant]"
cntBurntForestRandomLootHelper,"[Łup Spalony Las, Losowy Wariant]"
cntForestRandomLootHelper,"[Łup Leśny, Losowy Wariant]"
cntHouseRandomLootHelper,"[Łup Domowy, Losowy Wariant]"
cntStreetRandomLootHelper,"[Łup Uliczny, Losowy Wariant]"
cntYardRandomLootHelper,"[Łup Ogrodowy Losowy Wariant]"
cntGarageRandomLootHelper,"[Łup Garażowy, Losowy Wariant]"
cntConstructionSuppliesRandomLootHelper,"[Łup, Konstrukcji, Losowy Wariant]"
cntStoreCratesRandomLootHelper,"[Skrzynia Sklepowa, Losowy Wariant]"
cntToolsAndForgeRandomLootHelper,"[Narzędzia/Kuźnia, Losowy Wariant]"
cntWorkstationsRandomLootHelper,"[Stacja Pracy, Losowy Wariant]"
cntWorkstationsBustedRandomLootHelper,"[Stacja Pracy, Zepsuta Losowy Wariant]"
cntForgeBustedRandomLootHelper,"[Zniszczona Kuźnia, Losowy Wariant]"
cntWorkbenchBustedRandomLootHelper,"[Zniszczona Stacja Pracy, Losowy Wariant ]"
cntCementMixerBustedRandomLootHelper,"[Zniszczona Betoniarka, Losowy Wariant]"
cntChemistryStationBustedRandomLootHelper,"[Zniszczona Stacja Chemiczna, Losowy Wariant]"
cntQuestRandomLootHelper,"[Łup z Zadania, Losowy Wariant]"
cntQuestNoPHRandomLootHelper,"[Quest Loot, No PH, Losowy Wariant]"
cntLockersShortRandomLootHelper,"[Szafki Niskie, Losowy Wariant]"
cntLockersTallRandomLootHelper,"[Szafki Wysokie, Losowy Wariant]"
cntLockersTallDoubleRandomLootHelper,"[Szafki Wysokie Podwójne, Losowy Wariant]"
cntLockersTallMixRandomLootHelper,"[Szafki Mix 1, Losowy Wariant]"
cntLockersTallMixLinkRandomLootHelper,"[Szafki Mix 2, Losowy Wariant]"
cntFreezerGroceriesMiddleRandomLootHelper,"[Lodówka Środek, Jedzenie, Losowy Wariant]"
cntFreezerGroceriesLeftRandomLootHelper,"[Lodówka Lewa, Jedzenie, Losowy Wariant]"
cntFreezerGroceriesRightRandomLootHelper,"[Lodówka Prawa, Jedzenie, Losowy Wariant]"
cntFreezerBeveragesMiddleRandomLootHelper,"[Lodówka Środek, Napoje, Losowy Wariant]"
cntFreezerBeveragesLeftRandomLootHelper,"[Lodówka Lewa, Napoje, Losowy Wariant]"
cntFreezerBeveragesRightRandomLootHelper,"[Lodówka Prawa, Napoje, Losowy Wariant]"
cntFreezerBeveragesStandaloneRandomLootHelper,"[Lodówka Samostojąca, Napoje, Losowy Wariant]"
cntCupboardCabinetRedTopLootHelper,"[Szafka Kuchenna, Losowy Wariant]"
cntCabinetOldBottomLootHelper,"[Szafka Kuchenna Stara, Losowy Wariant]"
carsRandomHelper,"[Samochody, Losowy Wariant]"
carWrecksRandomHelper,"[Wraki Aut, Losowy Wariant]"
cars3WideRandomHelper,"[3 Auta Wszerz, Losowy Wariant]"
cntCar03SedanDamage0RandomHelper,"[Cały Samochód/Pusto, Losowy Wariant]"
cntCar03SedanDamage1RandomHelper,"[Rozkręcany Samochód/Pusto, Losowy Wariant]"
cntCar03SedanDamage2RandomHelper,"[Zniszczony Samochód/Pusto, Losowy Wariant]"
terrStoneHelper,"[Kamień, Pomoc z Terenem]"
cntCashRegisterSecure,"Zabezpieczona Kasa Fiskalna"
cntFileCabinetShortSecure,"Zabezpieczona Szafka na Dokumenty"
cntFileCabinetTallSecure,"Zabezpieczona Szafka na Dokumenty"
cntLockersShortSecure,"Zabezpieczone Szafki"
cntLockersTallSecure,"Zabezpieczone Szafki"
cntLockersTallDoubleSecure,"Zabezpieczone Szafki"
cntLockersTallMixSecure,"Zabezpieczone Szafki"
cntLockersTallMixLinkSecure,"Zabezpieczone Szafki"
cntToolBoxSecure,"Zabezpieczona Skrzynka na Narzędzia"
cntToolBoxOffsetSecure,"Zabezpieczona Skrzynka na Narzędzia"
cntRollingToolBoxSecure,"Zabezpieczona Jeżdząca Skrzynka na Narzędzia"
cntWoodDesk01Secure,"Zabezpieczone Drewniane Biurko"
cntMetalDesk02Secure,"Zabezpieczone Żelazne Biurko"
cntMunitionsBoxArmySecure,"Zabezpieczona Skrzynia na Ammunicje"
cntMunitionsBoxRedSecure,"Zabezpieczona Skrzynia na Ammunicje"
cntMunitionsBoxGreenSecure,"Zabezpieczona Skrzynia na Ammunicje"
cntMunitionsBoxBlueSecure,"Zabezpieczona Skrzynia na Ammunicje"
cntMunitionsBoxOrangeSecure,"Zabezpieczona Skrzynia na Ammunicje"
ulmBlockBarsIronVariantHelper,"Żelazne Pręty"
ulmBlockConcreteBarrier1VariantHelper,"Betonowa Barierka"
ulmBlockTrapGlassBusinessVariantHelper,"Szkło Sklepowe (Pułapka)"
ulmBlockTrapGlassBusinessVariantHelperDesc,"Pułapka udająca podłogę, która pęknie po nadepnięciu."
ulmBlockTVVariantHelper,"TV"
ulmBlockTVVariantHelperDesc,"Nie działa, ale się poczujesz bardziej jak w domu."
ulmBlockWoodVariantHelper,"Blok Drewna"
ulmBlockWoodVariantHelperDesc,"Zapewnia podstawową ochronę."
ulmBlockRWoodVariantHelper,"Blok Wzmocnionego Drewna"
ulmBlockRWoodVariantHelperDesc,"Zapewnia lepszą ochronę od bloków zwykłego drewna."
ulmBlockMRWoodVariantHelper,"Blok drewna wzmocnionego metalem"
ulmBlockMRWoodVariantHelperDesc,"Zapewnia więcej ochrony od drewna niewzmocnionego metalem."
ulmBlockRScrapIronVariantHelper,"Blok Złomu Żelaznego"
ulmBlockRScrapIronVariantHelperDesc,"Zapewnia średnią ochronę."
ulmBlockSteelVariantHelper,"Blok Stali"
ulmBlockSteelVariantHelperDesc,"Zapewnia wyśmienitą ochronę."
ulmBlockSSteelVariantHelper,"Blok Stali Nierdzewnej"
ulmBlockSSteelVariantHelperDesc,"Zapewnia lepszą ochronę od Stalowych bloków."
ulmBlockPewSegmentVariantHelper,"Segment Ławki Kościelnej"
ulmBlockRopeVariantHelper,"Lina (Do Wspięcia)"
ulmCollectorOilPumpActive,"Szyb Olejowy"
ulmCollectorOilPumpActiveDesc,"Powoli uzyskuje [decea3]Łupki Bitumiczne[-] z głębin ziemi."
ulmCollectorOilPumpHarvest,"Szyb Olejowy"
ulmCollectorOilPumpHarvestDesc,"Powoli uzyskuje [decea3]Łupki Bitumiczne[-] z głębin ziemi."
ulmCollectorOreActive,"Ekstraktor Rudy"
ulmCollectorOreActiveDesc,"Powoli wydobywa losowe rudy z głębin ziemi. Ma małą szansę na wydobycie [decea3]Rudy Tytanu[-]"
ulmCollectorOreHarvest,"Ekstraktor Rudy"
ulmCollectorOreHarvestDesc,"Powoli wydobywa losowe rudy z głębin ziemi. Ma małą szansę na wydobycie [decea3]Rudy Tytanu[-]"
ulmBlockWaterpump,"Pompa Wodna"
ulmBlockWaterpumpDesc,"Powoli napełnia się brudną wodą (1 jednostka co 2-godziny w grze) z głębin, niezanieczyszczonych radiacją."
ulmCollectorWellWood,"Prymitywna Studnia"
ulmCollectorWellWoodDesc,"Powoli napełnia się brudną wodą (1 jednostka co 2-godziny w grze) z głębin, niezanieczyszczonych radiacją."
ulmContainerBagStarter,"Bug-out Bag"
ulmContainerBagStarterDesc,"Podręczna torba zawierająca zapasy pozwalające na przeżycie 48 godzin w razie nagłej potrzeby. Połóż naziemi i uderz by odplombować."
ulmContainerBagStarterLoot,"Bug-out Bag"
ulmContainerBagStarterLootDesc,"Podręczna torba zawierająca zapasy pozwalające na przeżycie 48 godzin w razie nagłej potrzeby."
ulmContainerBirdnestEmpty,"Gniazdo\n[808080](Splądrowane)[-]"
ulmContainerBirdnestEmptyDesc,"Splądrowane puste gniazdo"
ulmContainerCarPickupTruck,"Opuszczony Niebieski Pickup"
ulmContainerATM1Secure,"Bankomat"
ulmContainerATM1Insecure,"Bankomat"
ulmContainerATM2Secure,"Bankomat"
ulmContainerATM2Insecure,"Bankomat"
ulmContainerATMStandingRandomHelper,"[Bankomat Wolnostojący, Losowy Wariant]"
ulmContainerATM3Secure,"Terminal Płatniczy"
ulmContainerATM3Insecure,"Terminal Płatniczy"
ulmContainerATM4Secure,"Terminal Płatniczy"
ulmContainerATM4Insecure,"Terminal Płatniczy"
ulmContainerATMTerminalRandomHelper,"[Terminal Płatniczy, Losowy Wariant]"
ulmContainerATM5Secure,"Bankomat"
ulmContainerATM5Insecure,"Bankomat"
ulmContainerATM6Secure,"Bankomat"
ulmContainerATM6Insecure,"Bankomat"
ulmContainerATMOnWallRandomHelper,"[Bankomat, Losowy Wariant]"
ulmContainerATM7Secure,"Bankomat Naścienny"
ulmContainerATM7Insecure,"Bankomat Naścienny"
ulmContainerATM8Secure,"Bankomat Naścienny"
ulmContainerATM8Insecure,"Bankomat Naścienny"
ulmContainerATM9Secure,"Bankomat Naścienny"
ulmContainerATM9Insecure,"Bankomat Naścienny"
ulmContainerATMInWallRandomHelper,"[Bankomat Naścienny, Losowy Wariant]"
ulmContainerCollapsedTannery,"Zniszczona Garbarnia"
ulmContainerCollapsedTanneryDesc,"Pozostałości garbarni, stacji do pracy ze skórami zwięrząt."
ulmContainerNightstandClosed,"Szafka nocna"
ulmContainerNightstandClosedDesc,"Mała szafeczka, stworzona do stania obok łóżka, do przechowywania prostych, codziennych przedmiotów czy ubrań."
ulmContainerNightstandOpen1,"Szafka nocna"
ulmContainerNightstandOpen1Desc,"Mała szafeczka, stworzona do stania obok łóżka, do przechowywania prostych, codziennych przedmiotów czy ubrań."
ulmContainerNightstandOpen2,"Szafka nocna"
ulmContainerNightstandOpen2Desc,"Mała szafeczka, stworzona do stania obok łóżka, do przechowywania prostych, codziennych przedmiotów czy ubrań."
ulmContainerNightstandOpen3,"Szafka nocna"
ulmContainerNightstandOpen3Desc,"Mała szafeczka, stworzona do stania obok łóżka, do przechowywania prostych, codziennych przedmiotów czy ubrań."
ulmContainerChestOpen,"Rozłamana Skrzynia"
ulmContainerChestOpenDesc,"Brakuje jej zamknięcia."
ulmContainerChestHeroPlayer,"Wzmocniona Skrzynia"
ulmContainerChestHeroPlayerDesc,"Przechowa sporo przedmiotów i posiada porządne zabezpieczenia."
ulmContainerHardenedChestSecurePlayer,"Opancerzona Skrzynia"
ulmContainerHardenedChestSecurePlayerDesc,"Bardzo wytrzymała i pojemna skrzynia."
ulmContainerHardenedChestInsecurePlayer,"Opancerzona Niezabezpieczona Skrzynia"
ulmContainerHardenedChestInsecurePlayerDesc,"Bardzo wytrzymała i pojemna skrzynia. Bez zamka."
ulmContainerMunitionsBoxPlayer,"Skrzynia na Amunicje"
ulmContainerMunitionsBoxPlayerDesc,"Stosunkowo bezpieczny schowek."
ulmContainerVault,"Skarbiec"
ulmContainerVaultDesc,"Najbezpieczniejsze miejsce na przechowywanie kosztowności. Rozmiary (Sz-Dł-Wys): [decea3]3x3x3[-]"
ulmContainerGunSafePlayer,"Sejf na Broń"
ulmContainerGunSafePlayerDesc,"Porządny i niezawodny schowek."
ulmContainerGunSafeInsecurePlayer,"Niezabezpieczony Sejf na Broń"
ulmContainerGunSafeInsecurePlayerDesc,"Porządny i niezawodny schowek. Bez zamka."
ulmContainerStationChemistryCollapsed,"Zniszczona Stacja Chemiczna"
ulmContainerStationChemistryCollapsedDesc,"Do mieszania i gotowania wszelkich mikstur i chemikaliów."
ulmContainerWorkbenchCollapsed,"Zniszczona Stacja Pracy"
ulmContainerWorkbenchCollapsedDesc,"Pozwala na stworzenie bardziej zaawansowanych przedmiotów i bloków niż przy pracy gołymi rękami."
ulmContainerSteelSafe1Closed,"Mały Sejf"
ulmContainerSteelSafe1ClosedDesc,"Mały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe1Open,"Mały Sejf, Otwarty"
ulmContainerSteelSafe1OpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe1Secure,"Zabezpieczony Mały Sejf"
ulmContainerSteelSafe1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nMały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe1CTRClosed,"Mały Sejf, Wypośrodkowany"
ulmContainerSteelSafe1CTRClosedDesc,"Mały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe1CTROpen,"Mały Sejf, Wypośrodkowany Otwarty"
ulmContainerSteelSafe1CTROpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe1CTRSecure,"Zabezpieczony Mały Sejf, Wypośrodkowany"
ulmContainerSteelSafe1CTRSecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nMały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe1WallClosed,"Mały Sejf Naścienny"
ulmContainerSteelSafe1WallClosedDesc,"Mały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe1WallOpen,"Mały Sejf Naścienny, Otwarty"
ulmContainerSteelSafe1WallOpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe1WallSecure,"Zabezpieczony Mały Sejf Naścienny"
ulmContainerSteelSafe1WallSecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nMały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafeVariantHelper,"Mały Stalowy Sejf"
ulmContainerSteelSafeVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nMały Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe2Closed,"Stalowy Sejf"
ulmContainerSteelSafe2ClosedDesc,"Steel safe, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe2Open,"Stalowy Sejf, Otwarty"
ulmContainerSteelSafe2OpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe2Secure,"Zabezpieczony Stalowy Sejf"
ulmContainerSteelSafe2SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nStalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe3Closed,"Wielki Stalowy Sejf"
ulmContainerSteelSafe3ClosedDesc,"Wielki Stalowy Sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe3Open,"Wielki Stalowy Sejf, Otwarty"
ulmContainerSteelSafe3OpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe3Secure,"Wielki Zabezpieczony Stalowy Sejf"
ulmContainerSteelSafe3SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWielki Stalowy sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe4Closed,"Wzmocniony Stalowy Sejf"
ulmContainerSteelSafe4ClosedDesc,"Wzmocniony Stalowy Sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe4Open,"Wzmocniony Stalowy Sejf, Otwarty"
ulmContainerSteelSafe4OpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe4Secure,"Wzmocniony Zabezpieczony Stalowy Sejf"
ulmContainerSteelSafe4SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWzmocniony Stalowy Sejf, przydatny do przechowywania kosztowności."
ulmContainerSteelSafe5Closed,"Stalowa Szafka"
ulmContainerSteelSafe5ClosedDesc,"Stalowa Szafka, przydatna do przechowywania kosztowności."
ulmContainerSteelSafe5Open,"Stalowa Szafka, Otwarta"
ulmContainerSteelSafe5OpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe5Secure,"Zabezpieczona Stalowa Szafka"
ulmContainerSteelSafe5SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nStalowa Szafka, przydatna do przechowywania kosztowności."
ulmContainerSteelSafe6Closed,"Stalowe Szafki"
ulmContainerSteelSafe6ClosedDesc,"Stalowe Szafki, przydatne do przechowywania kosztowności."
ulmContainerSteelSafe6Open,"Stalowe Szafki, Otwarte"
ulmContainerSteelSafe6OpenDesc,"Blok do położenia głównie dla celów dekoracyjnych."
ulmContainerSteelSafe6Secure,"Zabezpieczone Stalowe Szafki"
ulmContainerSteelSafe6SecureDesc,"[decea3]Możliwe do zamknięcia.[-]\nStalowe Szafki, przydatne do przechowywania kosztowności."
ulmContainerSciFi01A,"Metalowy Pojemnik (Decor)"
ulmContainerSciFi01ADesc,"Tylko do dekoracji, bez skrytki."
ulmContainerSciFi01ALoot,"Metalowy Pojemnik"
ulmContainerSciFi01ALootDesc,"Wytrzymały i pojemny schowek."
ulmContainerSciFi01ALootSecure,"Zabezpieczony Metalowy Pojemnik"
ulmContainerSciFi01ALootSecureDesc,"Wytrzymały i pojemny schowek."
ulmContainerSciFi01ALootSecureSigned,"Podpisany Metalowy Pojemnik"
ulmContainerSciFi01ALootSecureSignedDesc,"Wytrzymały i pojemny schowek."
ulmContainerSciFi01B,"Metalowy Pojemnik (Decor)"
ulmContainerSciFi01BDesc,"Tylko do dekoracji, bez skrytki."
ulmContainerSciFi01BLoot,"Metalowy Pojemnik"
ulmContainerSciFi01BLootDesc,"Wytrzymały i pojemny schowek."
ulmContainerSciFi01BLootSecure,"Zabezpieczony Metalowy Pojemnik"
ulmContainerSciFi01BLootSecureDesc,"Wytrzymały i pojemny schowek."
ulmContainerSciFi01C,"Metalowy Pojemnik (Decor)"
ulmContainerSciFi01CDesc,"Tylko do dekoracji, bez skrytki. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,"Metalowy Pojemnik"
ulmContainerSciFi01CLootDesc,"Wytrzymały i pojemny, duzy schowek. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecure,"Zabezpieczony Metalowy Pojemnik"
ulmContainerSciFi01CLootSecureDesc,"Wytrzymały i pojemny, duzy schowek. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,"Podpisany Metalowy Pojemnik"
ulmContainerSciFi01CLootSecureSignedDesc,"Wytrzymały i pojemny, duzy schowek. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01D,"Metalowy Pojemnik (Decor)"
ulmContainerSciFi01DDesc,"Tylko do dekoracji, bez skrytki. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01DLoot,"Metalowy Pojemnik"
ulmContainerSciFi01DLootDesc,"Wytrzymały i pojemny, duzy schowek. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecure,"Zabezpieczony Metalowy Pojemnik"
ulmContainerSciFi01DLootSecureDesc,"Wytrzymały i pojemny, duzy schowek. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecureSigned,"Podpisany Metalowy Pojemnik"
ulmContainerSciFi01DLootSecureSignedDesc,"Wytrzymały i pojemny, duzy schowek. Rozmiary (Sz-Dł-Wys): [decea3]2x1x1[-]"
ulmContainerSciFiVariantHelper,"Pojemniki Techniczne"
ulmContainerSciFiVariantHelperDesc,"Tylko do budowania prefabów i trybu kreatywnego."
ulmRailingIron,"Żelazna Poręcz"
ulmRailingIronDouble,"Szeroka Żelazna Poręcz"
ulmRailingIronVariantHelper,"Żelazne Poręcze"
ulmRailingIronVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne poręcze wykonane z Żelaza."
ulmRailingSteelMiddleA,"Stalowa Poręcz A"
ulmRailingSteelMiddleB,"Stalowa Poręcz B"
ulmRailingSteelMiddleC,"Stalowa Poręcz C"
ulmRailingSteelAL,"Stalowa Poręcz D"
ulmRailingSteelAR,"Stalowa Poręcz E"
ulmRailingSteelBL,"Stalowa Poręcz Lewy Koniec"
ulmRailingSteelBR,"Stalowa Poręcz Prawy Koniec"
ulmRailingSteelOuter,"Stalowa Poręcz Kąt Zewnętrzny"
ulmRailingSteelInner,"Stalowa Poręcz Kąt Wewnętrzny"
ulmRailingSteelVariantHelper,"Stalowe Poręcze"
ulmRailingSteelVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne dekoracyjne poręcze wykonane ze Stali."
ulmRailingTitaniumMiddleA,"Tytanowa Poręcz A"
ulmRailingTitaniumMiddleB,"Tytanowa Poręcz B"
ulmRailingTitaniumMiddleC,"Tytanowa Poręcz C"
ulmRailingTitaniumAL,"Tytanowa Poręcz D"
ulmRailingTitaniumAR,"Tytanowa Poręcz E"
ulmRailingTitaniumBL,"Tytanowa Poręcz Lewy Koniec"
ulmRailingTitaniumBR,"Tytanowa Poręcz Prawy Koniec"
ulmRailingTitaniumOuter,"Tytanowa Poręcz Kąt Zewnętrzny"
ulmRailingTitaniumInner,"Tytanowa Poręcz Kąt Wewnętrzny"
ulmRailingTitaniumVariantHelper,"Tytanowe Poręcze"
ulmRailingTitaniumVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne dekoracyjne poręcze wykonane z Tytanu."
ulmStorageCloth,"Wór z Materiału"
ulmStorageClothDesc,"Troche materiału związanego liną, by stworzyć prosty wór do przechowywania przedmiotów."
ulmStorageClothSigned,"Podpisany Wór z Materiału"
ulmStorageClothSignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nWór z Materiału który możesz podpisać."
ulmStorageClothVariantHelper,"Wór z Materiału"
ulmStorageClothVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nTroche materiału związanego liną, by stworzyć prosty wór do przechowywania przedmiotów."
ulmStorageCardboard,"Pudło Kartonowe"
ulmStorageCardboardDesc,"Niezbyt wytrzymałe, ale oferuje prosty sposób przechowywania przedmiotów."
ulmStorageCardboardSigned,"Podpisane Pudło Kartonowe"
ulmStorageCardboardSignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nProste pudło wykonane z kartonu."
ulmStorageCardboardVariantHelper,"Pudło Kartonowe"
ulmStorageCardboardVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nNiezbyt wytrzymałe, ale oferuje prosty sposób na przechowywanie przedmiotów."
ulmStorageWoodChest1,"Drewniana Skrzynia"
ulmStorageWoodChest1Desc,"Drewniana Skrzynia."
ulmStorageWoodChest1Secure,"Zabezpieczona Drewniana Skrzynia"
ulmStorageWoodChest1SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nWytrzymała, drewniana skrzynia."
ulmStorageWoodChest1Signed,"Podpisana Drewniana Skrzynia"
ulmStorageWoodChest1SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nDrewniana Skrzynia."
ulmStorageWoodChest2,"Drewniana Skrzynia"
ulmStorageWoodChest2Desc,"Wytrzymała skrzynia wykonana głównie z drewna i drobnych metalowych elementów dekoracyjnych."
ulmStorageWoodChest2Secure,"Zabezpieczona Drewniana Skrzynia"
ulmStorageWoodChest2SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nWytrzymała, drewniana skrzynia."
ulmStorageWoodChest2Signed,"Podpisana Drewniana Skrzynia"
ulmStorageWoodChest2SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nWytrzymała skrzynia wykonana głównie z drewna i drobnych metalowych elementów dekoracyjnych."
ulmStorageWoodCrate1,"Drewniana Skrzynka"
ulmStorageWoodCrate1Desc,"Wytrzymała skrzynka z drewna."
ulmStorageWoodCrate1Secure,"Zabezpieczona Drewniana Skrzynka"
ulmStorageWoodCrate1SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nDurable crate made out of Wood."
ulmStorageWoodCrate1Signed,"Podpisana Drewniana Skrzynka"
ulmStorageWoodCrate1SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nProsta skrzynka wykonana z drewna."
ulmStorageWoodVariantHelper,"Drewniane Schowki"
ulmStorageWoodVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne meble do przechowywania, wykonane z drewna."
ulmStorageIronChest1,"Żelazna Skrzynia"
ulmStorageIronChest1Desc,"Bardzo wytrzymała skrzynia wykonana z Żelaza."
ulmStorageIronChest1Secure,"Secure Żelazna Skrzynia"
ulmStorageIronChest1SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nBardzo wytrzymała skrzynia wykonana z Żelaza."
ulmStorageIronChest1Signed,"Podpisana Żelazna Skrzynia"
ulmStorageIronChest1SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nBardzo wytrzymała skrzynia wykonana z Żelaza."
ulmStorageIronCrate1,"Żelazna Skrzynka"
ulmStorageIronCrate1Desc,"Bardzo wytrzymały schowek wykonany z Żelaza."
