Key,schinese
ulmPerkEfficientPacker3,使用更有效的打包技巧，让你的背包里多装[decea3] 60 [-]个单位的物品
ulmPerkEfficientPacker4,使用更有效的打包技巧，让你的背包里多装[decea3] 80 [-]个单位的物品
ulmPerkEfficientPacker5,使用更有效的打包技巧，让你的背包里多装[decea3] 100 [-]个单位的物品
ulmPerkDroneSpecialistName,无人机专家
ulmPerkDroneSpecialistDesc,学习如何微调和重新校准无人机的伺服装置，提高载重量。
ulmPerkDroneSpecialist1,无人机载重量增加[decea3]25%[-]单位
ulmPerkDroneSpecialist2,无人机载重量增加[decea3]50%[-]单位
ulmPerkDroneSpecialist3,无人机载重量增加[decea3]100%[-]单位
ulmPerkDroneSpecialist4,无人机载重量增加[decea3]150%[-]单位
ulmPerkDroneSpecialist5,无人机载重量增加[decea3]200%[-]单位
ulmPerkGiftOfLifeName,生命的礼物
ulmPerkGiftOfLifeDesc,遗传和健康习惯的结合让你获得更好的身体健康，因此，你的最大健康值可以增加。
ulmPerkGiftOfLife1,最大健康值[decea3]+5[-]
ulmPerkGiftOfLife2,最大健康值[decea3]+10[-]
ulmPerkGiftOfLife3,最大健康值[decea3]+15[-]
ulmPerkGiftOfLife4,最大健康值[decea3]+20[-]
ulmPerkGiftOfLife5,最大健康值[decea3]+25[-]
perkBarBrawling1BasicMovesDesc,用拳头、皮革、铁制和尖刺指节套武器造成的伤害提高[decea3]10％[-]
perkBarBrawling2DropABombDesc,冲刺强力攻击有很高的几率击倒你的对手。
perkBarBrawling3KillerInstinctDesc,每次击杀获得  [decea3]5%[-] 的伤害，最高  [decea3]15%[-]。 [decea3]10[-] 秒后，如果没有杀死任何目标，杀手本能下降一级。
perkBarBrawling4FinishingMovesDesc,对被击倒并被击晕的对手造成[decea3] 20％[-]额外伤害
perkBarBrawling5AdrenalineHealingDesc,战斗中，每一击生命值恢复[decea3]1[-]点
perkBarBrawling6RageModeDesc,被击中后，格斗攻击速度提高[decea3]20%[-]，移动速度加快[decea3]10%[-]
perkBarBrawling7BoozedUpDesc,喝啤酒不会再让你眼花，你兴奋的时间也会延长一倍。
perkBarBrawling8CompleteDesc,在短时间内进行第 7 次徒手攻击，造成[decea3]300%[-] 的伤害。
ulmSkillUtilityName,实用
autoTurret,SMG自动炮塔
autoTurretDesc,运动传感自动炮塔，使用10毫米SMG弹药。
cntBathTubEmpty,浴缸
cntBathTubEmptyDesc,用于盛水的容器，人或动物可以在其中洗澡。
cntCollapsedWorkbench,损坏的工作台
cntCollapsedWorkbenchDesc,损坏的，可搜刮的工作台不能用来制作东西，但可以在其中存放一些贵重物品。
counterSinkCommercial,商用盥洗盆
forge,熔炉
generatorbank,发电机
modularRopeTiled,绳梯
modularRopeTiledDesc,[decea3]可以用来爬上爬下。[-]与梯子相比不太耐用。
palletBrownBoxesBase,堆叠的盒子
palletBrownBoxesTile,堆叠的盒子
palletBrownBoxesTop,盒子
palletBrownBoxesLoose,堆叠的盒子
solarbank,太阳能电池组
tire,轮胎
tireDesc,橡胶轮胎，可用于装饰车库。
tnt,炸药包
tntDesc,炸药包可以通过将多个炸药棒连接在一起而制成。
wallHungSink,洗手池
wineBarrel,啤酒桶
wineBarrelDesc,用来存放啤酒
wineBarrelPlayer,啤酒桶
wineBarrelPlayerDesc,用来存放啤酒
wineBarrelPlayerSecure,啤酒桶
wineBarrelPlayerSecureDesc,用来存放啤酒
wineBarrelPlain,啤酒桶，普通
wineBarrelPlainDesc,用来存放啤酒
wineBarrelPlainPlayer,啤酒桶，普通
wineBarrelPlainPlayerDesc,用来存放啤酒
wineBarrelPlainPlayerSecure,啤酒桶，普通
wineBarrelPlainPlayerSecureDesc,用来存放啤酒
wineBarrelSet,啤酒桶
wineBarrelSetDesc,用来存放啤酒
wineBarrelSetPlayer,啤酒桶
wineBarrelSetPlayerDesc,用来存放啤酒
wineBarrelSetPlayerSecure,啤酒桶
wineBarrelSetPlayerSecureDesc,用来存放啤酒
workbench,工作台
workbenchDesc,工作台可让你制作更多更好的物品和物块。
cntBarrelPlasticSingle00,水桶
cntBarrelPlasticSingle00Desc,用于储存水的容器。
cntBarrelPlasticSingle45,水桶
cntBarrelPlasticSingle45Desc,用于储存水的容器。
cntBarrelPlasticQuadA,水桶托盘
cntBarrelPlasticQuadADesc,用于储存水的容器。
cntBarrelPlasticQuadB,水桶
cntBarrelPlasticQuadBDesc,用于储存水的容器。
cntBeerCooler,饮料冷却器
cntBeerCoolerDesc,家具。
cntCar03SedanDamage0v01,轿车
cntCar03SedanDamage0v02,轿车
cntCar03SedanDamage0v03,轿车
cntCar03SedanDamage0v04,轿车
cntCar03SedanDamage0v05,轿车
cntCar03SedanDamage0v06,轿车
cntCar03SedanDamage0v07,轿车
cntCar03SedanDamage0v08,轿车
cntGasPumpEmpty,[FF1919]损坏的[-]气泵
cntGasPumpEmptyDesc,
cntGasPumpFull,气泵
cntGasPumpFullDesc,
cntStoreElectronicsBookShelfSpeaker,书架音箱
cntWaterCoolerBottle,矿泉水瓶
cntWaterCoolerBottleDesc,用于储存干净矿泉水的容器。
cntWaterCoolerFull,矿泉水架
cntWaterCoolerFullDesc,用于储存干净矿泉水的容器。
plantedAloe1,芦荟种子
plantedAloe1Schematic,芦荟种子
plantedBlueberry1,蓝莓种子
plantedBlueberry1Schematic,蓝莓种子
plantedChrysanthemum1,菊花种子
plantedChrysanthemum1Schematic,菊花种子
plantedCoffee1,咖啡种子
plantedCoffee1Schematic,咖啡种子
plantedCorn1,玉米种子
plantedCorn1Schematic,玉米种子
plantedCotton1,棉花种子
plantedCotton1Schematic,棉花种子
plantedGoldenrod1,秋麒麟种子
plantedGoldenrod1Schematic,秋麒麟种子
plantedGraceCorn1,超级玉米种子
plantedGraceCorn1Schematic,超级玉米种子
plantedHop1,啤酒花种子
plantedHop1Schematic,啤酒花种子
plantedMushroom1,蘑菇种子
plantedMushroom1Desc,把这些蘑菇种子种在一块农田里，让它们长出来供你收割。与大多数农作物不同，蘑菇生长不需要阳光。
plantedMushroom1Schematic,蘑菇种子
plantedPotato1,土豆种子
plantedPotato1Schematic,土豆种子
plantedPumpkin1,南瓜种子
plantedPumpkin1Schematic,南瓜种子
plantedtreeGrassSeed1,草籽
plantedtreeGrassSeed1Schematic,草籽
plantedYucca1,丝兰果实种子
plantedYucca1Schematic,丝兰果实种子
sectionalPlaidChair,旧扶手椅
lootHelperDesc,将随机生成一个在blockplaceholders.xml中定义的[decea3]空的/打开[-]或[decea3]可搜刮[-]的容器。
cntCabinetBottomRandomLootHelper,[Cabinet Random Helper]
cntStoveRandomLootHelper,[Stove Random Helper]
cntGasGrillRandomLootHelper,[Gas Grill Random Helper]
cntCharcoalGrillRandomLootHelper,[Charcoal Grill Random Helper]
cntMicrowaveRandomLootHelper,[Microwave Random Helper]
cntRetroFridgeRandomLootHelper,[Retro Fridge Random Helper]
cntFridgeStainlessSteelRandomLootHelper,[Steel Fridge Random Helper]
cntCoolerRandomLootHelper,[Cooler Random Helper]
cntWasherRandomLootHelper,[Washing Machine Random Helper]
cntDryerRandomLootHelper,[Dryer Random Helper]
cntWasherIndustrialRandomLootHelper,[Industrial Washer Random Helper]
cntWasherIndustrialTippedRandomLootHelper,[Industrial Washer Tipped Random Helper]
cntLaundryBasketRandomLootHelper,[Laundry Basket Random Helper]
cntDomedTrashCanRandomLootHelper,[Domed Trash Can Random Helper]
cntBruteStyleTrashCanRandomLootHelper,[Trash Can Random Helper]
cntTiltTruckRandomLootHelper,[Tilt Truck Random Helper]
cntGasPumpRandomLootHelper,[Gas Pump Random Helper]
cntNightstandRandomLootHelper,[Nightstand Random Helper]
cntModularClosetRandomLootHelper,[Garment Bag Random Helper]
cntMedicineCabinetFaucetRandomLootHelper,"[Medicine Cabinet, Faucet Random Helper]"
cntMedicineCabinetClosedRandomLootHelper,[Medicine Cabinet Random Helper]
cntPillCaseRandomLootHelper,[Medicine Cabinet Random Helper]
cntWallSafeRandomLootHelper,[Wall Safe Random Helper]
cntWallSafeNonPaintingRandomLootHelper,"[Wall Safe, No Painting Random Helper]"
cntDeskSafeRandomLootHelper,[Desk Safe Random Helper]
cntPaintingPictureSafeRandomLootHelper,"[Painting, Wall Safe Random Helper]"
cntWoodDesk01RandomLootHelper,[Wood Desk Random Helper]
cntMetalDesk02RandomLootHelper,[Metal Desk Random Helper]
wallClockRandomLootHelper,[Wall Clock Random Helper]
cntFileCabinetShortRandomLootHelper,"[File Cabinet, Short Random Helper]"
cntFileCabinetTallRandomLootHelper,"[File Cabinet, Tall Random Helper]"
cntBathTubsRandomLootHelper,[Bathtubs Random Helper]
cntCashRegisterRandomLootHelper,[Cash Registers Random Helper]
cntShoppingCartRandomLootHelper,[Shopping Cart Random Helper]
cntShoppingBasketRandomLootHelper,[Shopping Basket Random Helper]
cntToolBoxRandomLootHelper,[Toolbox Random Helper]
cntToolBoxOffsetRandomLootHelper,[Toolbox Offset Random Helper]
cntRollingToolBoxRandomLootHelper,[Rolling Toolbox Random Helper]
cntUtilityCartRandomLootHelper,[Utility Cart Random Helper]
cntStoreShelfSingleBottomFoodRandomLootHelper,"[Store Shelf Single Bot, Food Random Helper]"
cntStoreShelfSingleTopFoodRandomLootHelper,"[Store Shelf Single Top, Food Random Helper]"
cntStoreShelfDoubleBottomFoodRandomLootHelper,"[Store Shelf Double Bot, Food Random Helper]"
cntStoreShelfDoubleTopFoodRandomLootHelper,"[Store Shelf Double Top, Food Random Helper]"
cntStoreShelfSingleBottomHardwareRandomLootHelper,"[Store Shelf Single Bot, Hardware Random Helper]"
cntStoreShelfSingleTopHardwareRandomLootHelper,"[Store Shelf Single Top, Hardware Random Helper]"
cntStoreShelfDoubleBottomHardwareRandomLootHelper,"[Store Shelf Double Bot, Hardware Random Helper]"
cntStoreShelfDoubleTopHardwareRandomLootHelper,"[Store Shelf Double Top, Hardware Random Helper]"
cntStoreShelfSingleBottomPharmaRandomLootHelper,"[Store Shelf Single Bot, Medical Random Helper]"
cntStoreShelfDoubleBottomPharmaRandomLootHelper,"[Store Shelf Double Bot, Medical Random Helper]"
cntStoreProduceBasketCornerRandomLootHelper,"[Produce Basket, Corner Random Helper]"
cntStoreProduceBasketRandomLootHelper,[Produce Basket Random Helper]
cntDisplayCaseAmmoLeftRandomLootHelper,"[Ammo Display Case, Left Random Helper]"
cntDisplayCaseAmmoMiddleRandomLootHelper,"[Ammo Display Case, Mid Random Helper]"
cntDisplayCaseAmmoRightRandomLootHelper,"[Ammo Display Case, Right Random Helper]"
cntGunRackSmallRandomLootHelper,"[Gun Rack, Small Random Helper]"
cntGunRackLargeRandomLootHelper,"[Gun Rack, Large Random Helper]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,"[Store Shelf Single, Electronics Random Helper]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,"[Store Shelf Double, Electronics Random Helper]"
cntClothesRackRoundRandomLootHelper,"[Clothes Rack, Round Random Helper]"
cntClothesRackRectangleRandomLootHelper,"[Clothes Rack, Rectangle Random Helper]"
cntClothesRackWallRandomLootHelper,"[Clothes Rack, Wall Random Helper]"
cntClothesShelfHalfRandomLootHelper,[Clothes Shelf Random Helper]
cntClothesShelfStackRandomLootHelper,[Clothes Shelf Stack Random Helper]
cntStoreShelfDoubleBottomShoesRandomLootHelper,"[Store Shelf Double Bot, Shoes Random Helper]"
cntStoreShelfDoubleTopShoesRandomLootHelper,"[Store Shelf Double Top, Shoes Random Helper]"
cntStoreShelfSingleBottomShoesRandomLootHelper,"[Store Shelf Single Bot, Shoes Random Helper]"
cntStoreShelfSingleTopShoesRandomLootHelper,"[Store Shelf Single Top, Shoes Random Helper]"
cntShoesPileRandomLootHelper,[Shoes Pile Random Helper]
cntBookcaseGoodRandomLootHelper,"[Bookcase, Good Random Helper]"
cntBookcasePoorRandomLootHelper,"[Bookcase, Poor Random Helper]"
cntBookShelfSingleBottomRandomLootHelper,[Book Shelf Single Bot Random Helper]
cntBookShelfSingleTopRandomLootHelper,[Book Shelf Single Top Random Helper]
cntBookShelfDoubleBottomRandomLootHelper,[Book Shelf Double Bot Random Helper]
cntBookShelfDoubleTopRandomLootHelper,[Book Shelf Double Top Random Helper]
cntBookShelfSingleCapBottomRandomLootHelper,[Book Shelf Cap Bot Random Helper]
cntBookShelfSingleCapTopRandomLootHelper,[Book Shelf Cap Top Random Helper]
cntBookPileRandomLootHelper,[Book Pile Random Helper]
cntVendingMachine2RandomLootHelper,[Vending Machine Random Helper]
cntLuggageMediumRandomLootHelper,[Luggage Medium Random Helper]
cntLuggageBigRandomLootHelper,[Luggage Big Random Helper]
cntLuggagePileARandomLootHelper,[Luggage Pile A Random Helper]
cntLuggagePileBRandomLootHelper,[Luggage Pile B Random Helper]
cntBagsRandomLootHelper,[Bag/Backpack Random Helper]
cntArmyTruckRandomLootHelper,[Army Truck Random Helper]
cntAmbulanceTruck01RandomLootHelper,[Ambulance/Air Random Helper]
cntServiceTruckMoPowerRandomLootHelper,[Mo Power Truck/Air Random Helper]
cntServiceTruckWorkingStiffToolsRandomLootHelper,[Working Stiffs Truck/Air Random Helper]
cntWastelandRandomLootHelper,[Wasteland Loot Random Helper]
cntDesertRandomLootHelper,[Desert Loot Random Helper]
cntBurntForestRandomLootHelper,[Burnt Forest Loot Random Helper]
cntForestRandomLootHelper,[Forest Loot Random Helper]
cntHouseRandomLootHelper,[House Loot Random Helper]
cntStreetRandomLootHelper,[Street Loot Random Helper]
cntYardRandomLootHelper,[Yard Loot Random Helper]
cntGarageRandomLootHelper,[Garage Loot Random Helper]
cntConstructionSuppliesRandomLootHelper,[Construction Loot Random Helper]
cntStoreCratesRandomLootHelper,[Store Crate Random Helper]
cntToolsAndForgeRandomLootHelper,[Tools/Forge Random Helper]
cntWorkstationsRandomLootHelper,[Workstation Random Helper]
cntWorkstationsBustedRandomLootHelper,"[Workstation, Busted Random Helper]"
cntForgeBustedRandomLootHelper,[Destroyed Forge Random Helper]
cntWorkbenchBustedRandomLootHelper,[Destroyed Workbench Random Helper]
cntCementMixerBustedRandomLootHelper,[Destroyed Cement Mixer Random Helper]
cntChemistryStationBustedRandomLootHelper,[Destroyed Chemistry Station Random Helper]
cntQuestRandomLootHelper,[Quest Loot Random Helper]
cntQuestNoPHRandomLootHelper,"[Quest Loot, No PH Random Helper]"
cntLockersShortRandomLootHelper,[Lockers Short Random Helper]
cntLockersTallRandomLootHelper,[Lockers Tall Random Helper]
cntLockersTallDoubleRandomLootHelper,[Lockers Tall Double Random Helper]
cntLockersTallMixRandomLootHelper,[Lockers Mixed 1 Random Helper]
cntLockersTallMixLinkRandomLootHelper,[Lockers Mixed 2 Random Helper]
cntFreezerGroceriesMiddleRandomLootHelper,"[Freezer Middle, Groceries Random Helper]"
cntFreezerGroceriesLeftRandomLootHelper,"[Freezer Left, Groceries Random Helper]"
cntFreezerGroceriesRightRandomLootHelper,"[Freezer Right, Groceries Random Helper]"
cntFreezerBeveragesMiddleRandomLootHelper,"[Freezer Middle, Beverages Random Helper]"
cntFreezerBeveragesLeftRandomLootHelper,"[Freezer Left, Beverages Random Helper]"
cntFreezerBeveragesRightRandomLootHelper,"[Freezer Right, Beverages Random Helper]"
cntFreezerBeveragesStandaloneRandomLootHelper,"[Freezer Standalone, Beverages Random Helper]"
cntCupboardCabinetRedTopLootHelper,[Cupboard Red Random Helper]
cntCabinetOldBottomLootHelper,[Cabinet Old Random Helper]
carsRandomHelper,[Cars Random Helper]
carWrecksRandomHelper,[Car Wrecks Random Helper]
cars3WideRandomHelper,[Cars 3 Wide Random Helper]
cntCar03SedanDamage0RandomHelper,[Full Car/Air Random Helper]
cntCar03SedanDamage1RandomHelper,[2nd Stage Car/Air Random Helper]
cntCar03SedanDamage2RandomHelper,[Wrecked Car/Air Random Helper]
terrStoneHelper,[Stone Terrain Helper]
cntCashRegisterSecure,安全收银机
cntFileCabinetShortSecure,安全文件柜
cntFileCabinetTallSecure,安全文件柜
cntLockersShortSecure,安全储物柜
cntLockersTallSecure,安全储物柜
cntLockersTallDoubleSecure,安全储物柜
cntLockersTallMixSecure,安全储物柜
cntLockersTallMixLinkSecure,安全储物柜
cntToolBoxSecure,安全工具箱
cntToolBoxOffsetSecure,安全工具箱
cntRollingToolBoxSecure,安全滚轮工具箱
cntWoodDesk01Secure,安全木制办公桌
cntMetalDesk02Secure,安全铁制办公桌
ulmBlockConcreteBarrier1VariantHelper,混凝土屏障
ulmBlockTrapGlassBusinessVariantHelper,商业玻璃（陷阱）
ulmBlockTrapGlassBusinessVariantHelperDesc,假的地板或陷阱，踩在上面会碎裂。
ulmBlockTVVariantHelper,电视
ulmBlockTVVariantHelperDesc,不起作用，但会让你有宾至如归的感觉。
ulmBlockWoodVariantHelper,木块
ulmBlockWoodVariantHelperDesc,提供基本保护。
ulmBlockRWoodVariantHelper,强化木块
ulmBlockRWoodVariantHelperDesc,提供比常规木块更好的保护。
ulmBlockMRWoodVariantHelper,金属强化木块
ulmBlockMRWoodVariantHelperDesc,比非金属加固木块提供更多保护。
ulmBlockRScrapIronVariantHelper,废铁块
ulmBlockRScrapIronVariantHelperDesc,提供一般的保护。
ulmBlockSteelVariantHelper,钢块
ulmBlockSteelVariantHelperDesc,提供出色的保护。
ulmBlockSSteelVariantHelper,不锈钢块
ulmBlockSSteelVariantHelperDesc,提供比钢块更好的保护。
ulmBlockPewSegmentVariantHelper,座椅排
ulmBlockRopeVariantHelper,绳索（可攀爬）
ulmCollectorOilPumpActive,石油提取机
ulmCollectorOilPumpActiveDesc,从土壤深处缓慢提取[decea3]油页岩[-]。
ulmCollectorOilPumpHarvest,石油提取机
ulmCollectorOilPumpHarvestDesc,从土壤深处缓慢提取[decea3]油页岩[-]。
ulmCollectorOreActive,选矿机
ulmCollectorOreActiveDesc,从土壤深处缓慢随机提取矿石。有小几率提取[decea3]钛矿[-]
ulmCollectorOreHarvest,选矿机
ulmCollectorOreHarvestDesc,从土壤深处缓慢随机提取矿石。有小几率提取[decea3]钛矿[-]
ulmBlockWaterpump,水泵
ulmBlockWaterpumpDesc,从土壤深处缓慢地抽取浑水（游戏时间每1小时一个单位），受辐射污染较少。
ulmCollectorWellWood,原始水井
ulmCollectorWellWoodDesc,从土壤深处缓慢地抽取浑水（游戏时间每2小时一个单位），受辐射污染较少。
ulmContainerBagStarter,逃生袋
ulmContainerBagStarterDesc,便携式套件，包含在紧急情况下生存 48 小时所需的物品。将其放在地面上打开。
ulmContainerBagStarterLoot,逃生袋
ulmContainerBagStarterLootDesc,便携式套件，包含在紧急情况下生存 48 小时所需的物品。
ulmContainerBirdnestEmpty,鸟巢\n[808080]（已搜刮）[-]
ulmContainerBirdnestEmptyDesc,被洗劫一空的鸟巢
ulmContainerCarPickupTruck,被遗弃的蓝色皮卡
ulmContainerATM1Secure,ATM
ulmContainerATM1Insecure,ATM
ulmContainerATM2Secure,ATM
ulmContainerATM2Insecure,ATM
ulmContainerATMStandingRandomHelper,[Standing ATM Random Helper]
ulmContainerATM3Secure,销售点终端机
ulmContainerATM3Insecure,销售点终端机
ulmContainerATM4Secure,销售点终端机
ulmContainerATM4Insecure,销售点终端机
ulmContainerATMTerminalRandomHelper,[Cash Terminal Random Helper]
ulmContainerATM5Secure,ATM
ulmContainerATM5Insecure,ATM
ulmContainerATM6Secure,ATM
ulmContainerATM6Insecure,ATM
ulmContainerATMOnWallRandomHelper,[ATM Random Helper]
ulmContainerATM7Secure,墙面ATM
ulmContainerATM7Insecure,墙面ATM
ulmContainerATM8Secure,墙面ATM
ulmContainerATM8Insecure,墙面ATM
ulmContainerATM9Secure,墙面ATM
ulmContainerATM9Insecure,墙面ATM
ulmContainerATMInWallRandomHelper,[Wall ATM Random Helper]
ulmContainerCollapsedTannery,被毁的制革站
ulmContainerCollapsedTanneryDesc,制革站残留，用于加工各种野兽皮革的工作站。
ulmContainerNightstandClosed,床头柜
ulmContainerNightstandClosedDesc,设计用于放在床旁或其他地方的小柜子，用于存放普通家用物品或衣物。
ulmContainerNightstandOpen1,床头柜
ulmContainerNightstandOpen1Desc,设计用于放在床旁或其他地方的小柜子，用于存放普通家用物品或衣物。
ulmContainerNightstandOpen2,床头柜
ulmContainerNightstandOpen2Desc,设计用于放在床旁或其他地方的小柜子，用于存放普通家用物品或衣物。
ulmContainerNightstandOpen3,床头柜
ulmContainerNightstandOpen3Desc,设计用于放在床旁或其他地方的小柜子，用于存放普通家用物品或衣物。
ulmContainerChestOpen,破损的储物箱
ulmContainerChestOpenDesc,这个箱子似乎没有盖。
ulmContainerChestHeroPlayer,加固的箱子
ulmContainerChestHeroPlayerDesc,能储存相当数量的物品，耐用程度适中。
ulmContainerHardenedChestSecurePlayer,加固的箱子
ulmContainerHardenedChestSecurePlayerDesc,非常耐用和宽敞的存储空间。
ulmContainerHardenedChestInsecurePlayer,加固的不安全箱子
ulmContainerHardenedChestInsecurePlayerDesc,非常耐用和宽敞的存储空间。没有锁。
ulmContainerMunitionsBoxPlayer,弹药盒
ulmContainerMunitionsBoxPlayerDesc,相对安全的容器。
ulmContainerVault,金库
ulmContainerVaultDesc,最安全的容器，存放你所有最宝贵的物品。尺寸（宽x深x高）：[decea3]3x3x3[-]
ulmContainerGunSafePlayer,枪支保险柜
ulmContainerGunSafePlayerDesc,良好而可靠的存储。
ulmContainerGunSafeInsecurePlayer,不安全的枪支保险柜
ulmContainerGunSafeInsecurePlayerDesc,良好而可靠的存储。没有锁。
ulmContainerStationChemistryCollapsed,倒塌的化学站
ulmContainerStationChemistryCollapsedDesc,混合和酿造各种混合物和化学药品。
ulmContainerWorkbenchCollapsed,倒塌的工作台
ulmContainerWorkbenchCollapsedDesc,比起赤手空拳，你可以制作更多高级物品和物块。
ulmContainerSciFi01A,金属容器（装饰）
ulmContainerSciFi01ADesc,装饰而已，没有储藏空间。
ulmContainerSciFi01ALoot,金属容器
ulmContainerSciFi01ALootDesc,耐用且宽敞的存储空间。
ulmContainerSciFi01ALootSecure,安全金属容器
ulmContainerSciFi01ALootSecureDesc,耐用且宽敞的存储空间。
ulmContainerSciFi01ALootSecureSigned,标牌金属容器
ulmContainerSciFi01ALootSecureSignedDesc,耐用且宽敞的存储空间。
ulmContainerSciFi01B,金属容器（装饰）
ulmContainerSciFi01BDesc,装饰而已，没有储藏空间。
ulmContainerSciFi01BLoot,金属容器
ulmContainerSciFi01BLootDesc,耐用且宽敞的存储空间。
ulmContainerSciFi01BLootSecure,安全金属容器
ulmContainerSciFi01BLootSecureDesc,耐用且宽敞的存储空间。
ulmContainerSciFi01C,金属容器（装饰）
ulmContainerSciFi01CDesc,装饰而已，没有储藏空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01CLoot,金属容器
ulmContainerSciFi01CLootDesc,耐用且宽敞的大储物空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01CLootSecure,安全金属容器
ulmContainerSciFi01CLootSecureDesc,耐用且宽敞的大储物空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01CLootSecureSigned,标牌金属容器
ulmContainerSciFi01CLootSecureSignedDesc,耐用且宽敞的大储物空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01D,金属容器（装饰）
ulmContainerSciFi01DDesc,装饰而已，没有储藏空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01DLoot,金属容器
ulmContainerSciFi01DLootDesc,耐用且宽敞的大储物空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01DLootSecure,安全金属容器
ulmContainerSciFi01DLootSecureDesc,耐用且宽敞的大储物空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFi01DLootSecureSigned,标牌金属容器
ulmContainerSciFi01DLootSecureSignedDesc,耐用且宽敞的大储物空间。尺寸（宽x深x高）：[decea3]2x1x1[-]
ulmContainerSciFiVariantHelper,科幻容器
ulmContainerSciFiVariantHelperDesc,仅用于构建POI和创意。
ulmBlockElevatorPlatform2,电梯平台（2层）
ulmBlockElevatorPlatform2Desc,具有内置电源。尺寸（宽x深x高）：[decea3] 9x9x6 [-]
ulmBlockElevatorPlatform3,电梯平台（3层）
ulmBlockElevatorPlatform3Desc,具有内置电源。尺寸（宽x深x高）：[decea3] 9x9x11 [-]
ulmBlockElevatorPlatform4,电梯平台（4层）
ulmBlockElevatorPlatform4Desc,具有内置电源。尺寸（宽x深x高）：[decea3] 9x9x16 [-]
ulmBlockElevatorPlatform5,电梯平台（5层）
ulmBlockElevatorPlatform5Desc,具有内置电源。尺寸（宽x深x高）：[decea3] 9x9x21 [-]
ulmBlockElevatorPlatform6,电梯平台（6层）
ulmBlockElevatorPlatform6Desc,具有内置电源。尺寸（宽x深x高）：[decea3] 9x9x26 [-]
ulmLightCeiling02Player,银色顶灯
ulmLightCeiling02BrassPlayer,黄铜顶灯
ulmLightCeiling04Player,仓库顶灯
ulmLightCeiling05Player,银色玻璃灯
ulmLightCeiling05BrassPlayer,黄铜玻璃灯
ulmLightCeilingFanPlayer,吊扇灯
ulmLightChandelierFanPlayer,吊灯
ulmLightDeskLampPlayer,台灯
ulmLightEndTablePlayer,茶几灯
ulmLightFluorescentPlayer,荧光灯
ulmLightFlashlightPlayer,工业手电筒
ulmLightPorch01Player,旧户外灯
ulmLightPorch04Player,铁制户外灯
ulmLightPorch04BrassPlayer,黄铜户外灯
ulmLightRecessedPlayer,嵌入式灯
ulmLightRoadBarricadePlayer,路障灯
ulmLightRoadBarricadePlayerDesc,内置电池供电
ulmLightSconcePlayer,壁灯
ulmLightSignExitPlayer,出口标志
ulmLightSignOpen,开放标志
ulmLightSignPillsLogoPlayer,大药丸标志灯
ulmLightSignPillsLogoSmallPlayer,药丸标志灯
ulmLightStreetLampClassicPlayer,经典路灯
ulmLightTableLampPlayer,台灯
ulmLightTrackPlayer,轨道灯
ulmLightWall01Player,仓库室外灯
ulmLightWorkLampPlayer,工作灯
ulmLightXRayDisplay1Player,X射线显示器 A
ulmLightXRayDisplay2Player,X射线显示器 B
ulmStreetLight01Player,路灯
ulmStreetLight02Player,双重路灯
ulmStreetLight03Player,三重路灯
ulmStreetLight04Player,四重路灯
ulmFluorescentLightPlayer,灯槽
ulmFluorescentLightBrokenPlayer,破损的灯槽
ulmBlockResourceCarBattery,汽车电池
ulmBlockResourceCarBatteryDesc,用于POI建筑物
ulmBlockResourceCarBatteryCentered,汽车电池（居中）
ulmBlockResourceCarBatteryCenteredDesc,用于POI建筑物
ulmBlockResourceCarBatteryCorner,汽车电池（转角）
ulmBlockResourceCarBatteryCornerDesc,用于POI建筑物
ulmBlockResourcePropaneTank,储气罐
ulmBlockResourcePropaneTankDesc,高度易燃气体。用于制作不需要可燃燃料的烤箱和高级化学工作站。[FF6A00]警告：升级现有的化学工作站将删除燃料，工具和输出栏位中的所有物品。[-]
ulmBlockResourceWaterTank,水箱
ulmBlockResourceWaterTankDesc,一个水箱。你可以使用它来制作或连接到现有的水龙头（需要扳手），以便可以将其用于装满空的水容器。
ulmBlockWireStrippers,线材工具
ulmBlockWireStrippersDesc,用于POI建筑物
ulmStationArtisan_1,工匠桌
ulmStationArtisan_1Desc,用于制作各种建筑和装饰块的工作场所。
ulmStationArtisan_2,工匠桌（2级）
ulmStationArtisan_2Desc,改进的工作场所，用于制作各种建筑和装饰块。
ulmStationBallistics_1,枪弹桌
ulmStationBallistics_1Desc,用于处理，组装和制作弹药的工作场所。
ulmStationBallistics_2,枪弹桌（2级）
ulmStationBallistics_2Desc,用于处理，组装和制作弹药的工作场所。
ulmStationCarpenter_1,木匠台
ulmStationCarpenter_1Desc,制作木质物品和家具的工作场所。
ulmStationCarpenter_2,木匠台（2级）
